"The results listed on this page are from residential homes in Chicago that have requested to have their water tested for lead. The results are anonymized to the block level, so the complete address of each home is not posted. In cases where a sample tests over 15 parts per billion (the action limit set by the EPA), the Department of Water Management will contact the homeowner to discuss the results and schedule a time to resample the water and inspect the home’s plumbing and electrical wiring to better evaluate possible causes.",,,,,,,,,,,,,,,,,,
Follow-Up Sequential Sampling,,Sequential Draws,,,,,,,,,,,Timed,,,,,
Date Sampled,Address,1st Draw,2nd Draw,3rd Draw,4th Draw,5th Draw,6th Draw,7th Draw,8th Draw,9th Draw,10th Draw,11th Draw,3 Minute,5 Minute,7 Minute,10 Minute,15 Minute,20 Minute
9/29/2021,48XX N California Ave,5.12,6.73,8.35,11.30,11.80,14.00,14.60,19.20,23.40,21.90,22.60,6.22,,,,,
3/29/2022,48XX N Hermitage Ave,10.30,10.30,6.64,5.94,6.08,6.41,5.96,5.82,5.70,5.58,4.84,4.51,4.08,3.96,3.80,,
4/20/2019,48XX N Mason ,3.06,2.33,3.93,4.69,4.69,9.21,11.1,11.3,15,16.2,3.18,2.31,,,,,
4/5/2022,48XX N Merrimac Ave,4.79,6.45,5.96,5.82,7.14,7.19,6.34,7.14,6.96,6.69,2.98,2.00,,,,,
1/25/2022,48XX N Spauling Ave,9.30,9.40,12.00,11.00,12.00,14.00,17.00,18.00,16.00,15.00,12.00,5.30,5.00,4.80,4.60,,
8/2/2021,48XX S Keeler Ave,3.40,3.50,3.80,3.80,6.70,6.40,7.00,6.90,5.70,5.80,2.90,2.80,2.70,2.60,2.50,,
8/2/2021,48XX S Keeler Ave,3.40,3.50,3.80,3.80,6.70,6.40,7.00,6.90,5.70,5.80,,2.90,2.80,2.70,2.60,2.50,
10/22/2019,48XX S Kimbark ,7.87,7.56,11.8,11.6,11.6,11.9,11.3,11,12.2,12.2,8.37,6.49,,,,,
7/31/2018,48XX S Langley Ave,3.52,3.93,6.63,9.94,11.2,11.9,12.4,11.8,11.4,11.3,17.1,15.9,,,,,
2/9/2022,48XX S Laporte Ave,4.20,5.40,5.90,7.80,9.70,10.00,10.00,12.00,14.00,13.00,4.40,2.30,,,,,
2/7/2022,48XX S Lavergne Ave,5.40,4.60,3.80,3.50,5.70,17.00,18.00,16.00,18.00,14.00,11.00,2.40,2.00,2.00,1.70,,
5/7/2019,48XX W Balmoral ,9.48,9.48,15.9,16.1,15.6,15.7,12,7.57,6.41,5.94,5.62,2.02,,,,,
6/5/2019,48XX W Berteau ,9.35,22.50,19.1,18.4,16.9,17.1,16.1,13.2,8.06,7.24,6.94,6.11,,,,,
2/7/2019,48XX W Cornelia ,5.27,14.10,7.71,8.71,7.34,7.28,17.1,23.5,21.8,17.9,10.7,2.54,,,,,
7/30/2019,48XX W Homer ,2.34,4.42,7.96,7.22,5.92,5.56,4.72,4.26,4.72,5.51,5.66,2.95,2.81,2.69,2.53,,
5/17/2021,48XX W Quincy St,2.81,8.93,9.70,9.41,8.83,6.19,6.46,6.87,6.81,10.50,,1.42,<1,,,,
3/5/2020,48XX W Wrightwood Ave,6.24,6.30,14.40,20.80,20.40,18.30,15.30,13.10,9.91,5.57,2.60,1.61,,,,,
7/2/2019,49XX N Central Park ,7.83,3.57,8.64,11,10.6,9.52,8.75,9.12,9.82,12.6,1.61,1.36,,,,,
7/24/2019,49XX N Hamilton ,16.60,23.40,33.6,33.3,27.5,22.5,20.7,19.6,18.1,13.9,,,,,,,
10/4/2018,49XX N Hamilton Ave,1.10,<1,<1,1.01,1.22,2.04,1.71,1.42,1.43,2.02,4.1,1.12,,,,,
11/2/2020,49XX N Hamilton Ave,25.20,21.30,43.30,37.00,33.70,28.40,22.90,19.90,18.80,18.40,,6.72,5.92,5.59,5.49,5.20,
9/18/2021,49XX N Kildare Ave,3.70,9.80,11.00,12.00,12.00,13.00,14.00,13.00,12.00,12.00,7.70,2.90,,,,,
10/1/2021,49XX N Kildare Ave,6.90,11.20,13.40,14.00,16.00,16.90,19.70,20.10,18.30,18.00,8.36,4.51,,,,,
1/3/2020,49XX N Leaveitt St,7.10,12.90,15.20,16.70,14.70,14.00,12.50,10.90,9.95,8.78,2.20,2.03,,,,,
11/6/2019,49XX N Oakley ,6.12,5.87,5.76,6.18,6.71,6.8,7.17,7.93,8.62,8.92,7.55,2.13,,,,,
2/23/2022,49XX N Ridgeway Ave,4.20,5.10,5.20,4.70,4.60,4.60,9.70,17.00,17.00,12.00,8.90,1.70,,,,,
11/15/2019,49XX N Seeley Ave,7,10.1,10.1,10.6,19.5,22.4,16.3,13.9,14.1,12.8,5.65,5.07,,,,,
5/10/2019,49XX N Winchester ,5.23,7.75,11,12.8,18.5,17.9,16.9,15.9,13.4,11.1,7.28,1.91,,,,,
6/22/2021,49XX S Laporte Ave,3.60,5.10,4.70,5.50,6.90,7.60,9.40,9.00,9.40,11.00,,15.00,3.30,3.20,3.20,3.00,
12/22/2016,49XX S Washington Park Ct,2.58,3.53,3.45,3.3,3.46,3.04,3.28,3.22,2.08,1.42,<1,<1,,,,,
9/3/2019,49XX W Augusta Blvd,8.70,12.80,22.30,27.60,26.70,17.80,19.00,22.60,22.90,21.40,21.30,7.90,,,,,
12/4/2019,49XX W Barry Ave,7.09,12.60,22.20,18.60,19.00,17.80,16.00,14.20,12.80,11.60,10.60,2.28,0.93,0.79,0.72,,
11/6/2019,49XX W Carmen ,3.5,5.12,4.23,7.47,7.24,4.76,5.59,10,12.3,17.6,3.78,3.76,,,,,
8/13/2021,49XX W Eddy St,4.76,13.90,32.60,56.20,54.80,55.60,52.00,47.60,87.60,73.70,67.00,10.50,,,,,
3/22/2022,49XX W Erie St,1.60,1.20,1.80,1.80,1.70,1.50,1.40,1.30,1.30,1.30,1.20,1.00,,,,,
1/13/2018,49XX W Roscoe St,18.60,28.40,27.40,34,33.50,32.70,21.60,34.60,23.50,28.00,7.02,4.24,,,,,
8/11/2021,49XX W Roscoe St,3.94,8.12,9.46,9.84,12.40,16.90,19.70,19.50,19.40,18.20,,5.42,,,,,
10/29/2019,49XX W School ,6.89,9.34,10.2,9.41,8.69,10.7,13.4,13.8,14.4,14.8,23.5,5.57,,,,,
12/9/2019,49XX W Waveland Ave,5.96,7.24,8.34,8.34,7.20,6.85,7.53,8.60,19.00,27.20,17.00,2.53,,,,,
2/9/2022,4XX E 46Th St,8.70,29.00,35.00,35.00,30.00,17.00,15.00,15.00,13.00,12.00,8.50,3.90,3.70,3.20,3.10,,
3/16/2020,4XX E 87Th St,4.07,4.60,4.13,3.97,4.04,7.38,9.08,8.11,7.00,7.54,7.15,1.00,1.00,0.95,0.91,,
1/13/2020,4XX E 90Th St,7.14,7.66,9.06,9.41,8.42,8.17,6.48,6.62,5.60,4.58,1.59,1.52,,,,,
9/23/2019,4XX E 91St Pl,4.85,10.00,10.50,9.41,9.60,10.80,11.80,13.00,14.00,14.70,11.30,3.66,3.39,3.14,3.01,,
10/18/2021,4XX W Briar Pl,<1,<1,<1,<1,<1,<1,<1,<1,<1,<1,<1,3.76,,,,,
1/27/2022,4XX W Webster Ave,0.83,0.50,0.51,0.55,0.52,0.59,0.58,0.66,0.68,0.69,0.87,0.76,0.75,0.53,0.50,,
3/30/2022,50XX N Avers Ave,6.53,7.14,7.09,7.02,8.00,9.96,8.90,11.60,10.80,9.98,11.60,3.10,2.14,1.92,1.76,,
11/7/2018,50XX N Avers Ave,2.20,2.60,2.6,2.69,2.68,3.04,4.02,7.09,10.4,11.2,9.01,1.16,,,,,
11/9/2018,50XX N Avers Ave,3.79,3.75,3.91,3.89,4.09,4.22,4.28,4.14,4.18,4.61,5.02,2.86,,,,,
10/20/2021,50XX N Avers Ave,3.46,4.47,5.10,5.20,5.61,6.13,10.40,12.00,10.40,7.25,7.28,3.74,,,,,
12/18/2019,50XX N Bernard St,4.28,6.21,7.57,8.00,8.06,8.36,8.80,9.54,10.20,11.50,11.30,4.94,,,,,
1/21/2020,50XX N Drake Ave,8.87,4.04,4.92,5.35,5.43,5.35,4.97,4.92,4.76,6.66,12.60,1.66,,,,,
7/9/2019,50XX N Kilbourn ,4.58,4.54,7.38,10.6,14,12.8,11.2,5.14,4.09,3.72,3.32,3.05,,,,,
2/10/2022,50XX N Kilbourn Ave,11.10,11.10,18.00,15.80,19.00,16.40,13.00,10.80,10.30,9.36,5.40,2.91,2.82,2.71,2.38,,
9/30/2019,50XX N Leaveitt St,1.35,1.92,1.37,1.29,1.23,1.25,1.38,1.81,2.25,2.15,1.51,0.69,,,,,
4/11/2019,50XX N Melvina ,7.37,5.20,5.05,8.16,10.2,11.2,3.94,3.5,<1,<1,<1,<1,,,,,
12/17/2019,50XX N Menard Ave,6.11,7.44,7.44,7.41,6.70,8.21,14.30,14.10,12.00,11.10,3.20,2.71,,,,,
11/6/2019,50XX N Moody ,4.05,6.39,5.44,6.81,7.3,8.48,12.4,12.5,13,13.4,12.4,5.77,,,,,
10/10/2019,50XX N Mozart St,4.21,5.96,8.27,7.72,8.12,8.38,8.45,8.71,8.50,8.57,7.44,3.64,,,,,
6/6/2019,50XX N Natchez ,3.93,3.54,4.16,3.48,3.35,3.62,5.79,8.64,10.7,12,8.3,1.55,,,,,
5/8/2019,50XX N Nordica ,1.46,3.16,9.12,4.32,7.09,7.16,9.13,8.39,8.07,7.46,1.7,1.39,,,,,
6/19/2019,50XX N Nordica ,5.62,9.63,8.36,13,16.8,20.4,19.4,14.2,20.5,19.1,17.6,3.99,3.22,3.34,3.08,,
1/23/2019,50XX N Normandy ,4.54,5.58,6.89,7.53,8.13,7.58,8.35,13.4,15,15.3,10,1.33,,,,,
12/27/2019,50XX N Sayre Ave,8.54,12.50,12.70,11.20,12.20,11.90,7.01,5.35,4.88,4.64,1.56,1.36,,,,,
11/4/2019,50XX N St Louis ,6.82,6.76,7.54,8.61,9.19,9.36,9.16,9.28,9.16,9.04,21.3,3.21,,,,,
7/20/2021,50XX S Laporte Ave,3.70,3.30,3.10,3.10,3.30,3.70,4.10,4.60,5.00,6.80,,5.30,4.10,4.00,4.50,3.80,
6/10/2016,50XX S Washtenaw Ave,23.80,13.20,9.86,4.95,5.78,5.06,4.64,4.15,4.65,3.57,2.61,3.41,,,,,
12/17/2021,50XX W Berteau Ave,13.00,10.70,10.80,11.40,11.90,11.00,9.91,15.20,18.60,16.20,14.70,3.23,2.98,2.91,2.60,,
10/16/2018,50XX W Cornelia Ave,1.80,1.73,2.01,4.53,5,5.11,4.88,4.84,4.8,4.62,6.54,4.48,1.46,1.34,1.41,,
8/27/2021,50XX W Dakin St,<1,<1,<1,<1,<1,<1,<1,<1,<1,<1,<1,<1,,,,,
5/25/2019,50XX W Fletcher ,3.42,7.87,6.76,10.1,12.2,13.1,13,11.9,10,9.67,6.33,3.47,,,,,
9/24/2021,50XX W Newport Ave,8.24,7.76,10.40,11.90,11.10,10.30,11.10,17.20,20.50,29.00,28.50,22.40,4.85,4.15,4.00,,
8/17/2021,50XX W Oakdale Ave,4.95,5.73,5.66,5.25,5.45,9.46,17.00,17.50,20.00,20.00,13.40,2.97,,,,,
3/22/2022,50XX W Strong St,20.00,23.00,27.00,36.00,38.00,33.00,28.00,28.00,26.00,26.00,13.00,6.90,6.00,5.60,5.00,,
8/25/2021,50XX W Waveland Ave,4.90,5.25,5.45,5.58,5.32,5.32,5.05,4.99,9.57,18.30,20.20,3.04,,,,,
1/9/2020,50XX W Wellington Ave,13.10,10.80,13.20,12.50,11.10,10.70,17.00,41.30,48.70,39.80,56.60,6.14,5.38,5.11,4.86,,
1/25/2019,50XX W Winona ,1.85,3.55,3.66,3.94,4.07,4.06,4.15,4.78,6.28,7.51,7.22,1.39,,,,,
8/24/2019,51XX N Bernard ,4.65,8.6,5.73,3.39,3.48,6.19,8.77,11.9,9.06,8.66,10.6,4.54,4.24,4.07,4,,
9/17/2021,51XX N Central Park Ave,4.80,3.85,3.92,5.21,5.47,4.61,4.74,4.65,5.05,4.94,4.94,2.72,,,,,
11/25/2020,51XX N Drake Ave,9.16,13.20,11.80,8.48,10.00,14.70,13.60,16.70,20.20,21.00,,8.91,3.79,,,,
8/19/2019,51XX N Kenneth Ave,2.82,2.06,<1,1.66,2.22,2.29,1.89,2.64,3,2.87,2.1,<1,,,,,
9/17/2018,51XX N Menard Ave,11.80,13.20,13.6,12,11.6,12.4,22.5,25.4,26.6,24,22.5,7.44,5.8,5.69,5.67,,
9/21/2021,51XX N Menard Ave,5.50,8.22,7.20,8.03,5.74,4.48,3.62,3.24,5.42,15.60,21.80,2.28,,,,,
8/30/2019,51XX N Monticello Ave,14.3,15,15.8,17.9,18.2,20.7,25.9,26.9,26,24.7,22.2,8.13,,,,,
8/13/2019,51XX N Neva Ave,11.1,16.7,13.4,12.6,16.8,17.2,19.1,18.9,17.2,16.22,14.99,7.53,,,,,
12/6/2018,51XX N Newcastle ,4.84,5.70,6.92,9.52,10.1,10.8,11.2,10.9,10,9.28,5.63,3.56,3.54,3.7,3.52,,
8/9/2021,51XX N Normandy Ave,3.58,6.75,8.31,6.86,6.68,6.93,9.90,13.10,13.00,12.90,11.70,3.62,,,,,
5/18/2019,51XX N Sayre ,5.33,7.20,6.65,6.69,6.48,6.49,13.8,17.3,17.6,17,3.13,9.71,,,,,
7/30/2019,51XX S Albany ,29.70,39.60,36.8,32.4,30.2,29.7,29.3,28.7,28.5,26.9,18.8,6.1,5.67,5.09,4.99,,
7/16/2021,51XX S Lawler Ave,5.53,7.89,12.10,10.30,9.69,10.00,12.10,12.70,12.60,11.70,,7.90,3.06,2.92,2.93,2.77,
1/25/2022,51XX S Lawndale Ave,7.50,6.10,5.60,7.20,15.00,19.00,24.00,27.00,18.00,13.00,9.00,2.60,,,,,
5/24/2021,51XX S Loomis Blvd,15.00,21.00,29.00,37.00,36.00,33.00,30.00,24.00,21.00,21.00,,16.00,7.20,6.70,6.40,5.90,
1/9/2020,51XX S Luna Ave,106.00,28.30,26.00,29.70,30.20,32.40,31.80,31.70,27.60,29.90,5.58,4.07,,,,,
9/23/2021,51XX S Luna Ave,4.33,4.41,4.34,5.20,5.63,5.23,5.82,10.90,15.00,15.70,3.78,3.32,3.44,3.05,2.99,,
8/10/2021,51XX S Moody Ave,7.90,15.00,9.30,8.90,10.00,13.00,14.00,18.00,19.00,20.00,,25.00,6.80,5.50,5.20,4.90,
7/28/2016,51XX S Mulligan Ave,10.30,12.50,15.4,18.1,20.8,20.4,12.9,12.3,12.6,12.4,16.5,6.62,,,,,
7/19/2019,51XX S Nordica ,5.88,4.15,6.86,8.32,6.92,7.28,8.44,11.7,17,15.3,11.9,1.86,,,,,
7/23/2021,51XX W Agatite Ave,4.09,5.92,8.46,9.58,8.28,8.30,8.56,7.80,6.66,5.98,14.00,2.98,2.90,2.74,3.07,,
3/31/2022,51XX W Concord Pl,12.20,19.60,12.20,10.70,18.00,12.10,12.60,16.60,14.10,13.00,11.70,3.42,3.08,2.78,2.61,,
8/12/2019,51XX W Devon ,111,18.4,51.4,87.5,79.5,67.3,58.8,55.2,54.8,49,9.59,7.15,,,,,
6/24/2021,51XX W Drummond Pl,5.89,6.31,7.64,13.50,24.20,25.10,24.60,23.60,25.10,24.40,,5.54,4.93,,,,
11/4/2021,51XX W Nelson St,2.75,5.54,5.18,5.67,5.99,5.22,5.80,8.50,15.30,19.00,17.80,19.60,1.59,1.55,1.50,,
6/8/2021,51XX W Newport Ave,4.52,5.84,8.35,9.18,15.20,13.50,19.50,18.20,15.40,8.67,,3.90,3.44,,,,
2/5/2020,51XX W Parker Ave,3.35,4.50,4.81,4.80,5.28,5.50,5.35,4.72,4.28,3.86,1.38,1.13,,,,,
2/14/2019,51XX W Wilson ,4.04,4.32,4.91,5.33,4.87,4.82,5.98,12.5,12.8,13.3,3.8,1.4,,,,,
12/26/2018,52XX N Bernard St,3.11,7.03,11.6,11.8,13.6,4.14,2.47,5.81,8.92,11.1,7.72,1.11,,,,,
12/3/2019,52XX N Bernard St,7.79,8.96,12.30,14.70,16.90,19.40,19.90,24.70,30.60,32.10,21.30,3.20,,,,,
11/25/2019,52XX N Laramie Ave,7.34,9.73,11.20,13.90,14.60,16.60,23.90,23.60,21.50,18.10,9.71,3.07,,,,,
8/23/2019,52XX N Leamington Ave,7.21,7.14,6.58,6.5,7.12,8.68,12.2,15.8,12.9,15.9,7.29,5.82,,,,,
9/23/2019,52XX N Leamington Ave,11.00,11.30,12.30,12.20,11.90,12.00,12.50,12.90,13.00,16.90,48.90,8.07,6.56,6.06,5.71,,
9/2/2017,52XX N Leamington Ave,3.58,9.02,11.70,13,13.50,13.70,,,,,13.8,11.1,,,,,
10/21/2019,52XX N Lind Ave,10.1,8.39,10,16.1,11.3,10.6,9.92,10.1,10.7,11.2,9.79,4.39,4.05,3.7,3.55,,
10/17/2019,52XX N Ludlam ,14,9.54,6.48,11.7,12.4,15.9,17.4,17.7,16.1,13.1,6.5,5.74,,,,,
8/2/2021,52XX N Magnolia Ave,<1,<1,1.30,1.50,1.20,1.20,1.20,1.30,1.20,1.30,,1.20,6.30,1.40,<1,<1,
4/9/2019,52XX N Mason ,13.20,33.00,8.36,5,4.8,4.44,3.77,3.56,3.49,3.34,3.2,3.08,,,,,
8/30/2021,52XX N Milwaukee Ave,<1,<1,<1,<1,1.22,<1,<1,<1,<1,<1,1.47,1.37,<1,<1,<1,,
1/23/2020,52XX N Normandy Ave,5.39,5.90,5.98,5.72,6.66,16.10,18.70,17.30,16.50,15.90,15.00,1.94,,,,,
7/19/2019,52XX N Oleander ,13.40,15.70,22.7,35.3,35.5,35.4,25.2,29.8,32.3,31.4,16.7,10.4,9.25,9.07,8.28,,
9/27/2021,52XX N Oleander Ave,14.00,29.00,24.00,38.00,39.00,37.00,26.00,30.00,30.00,30.00,13.00,12.00,11.00,11.00,10.00,,
10/21/2019,52XX N Oriole Ave,5.91,13.6,12.7,1.6,14.9,13.4,11.9,11.2,10.6,11.1,4.33,3.6,,,,,
8/16/2021,52XX N Sawyer Ave,7.94,9.02,18.00,26.60,32.00,28.90,25.60,25.90,26.50,24.80,16.80,4.85,,,,,
8/23/2021,52XX N St Louis Ave,1.79,1.78,2.03,1.96,2.33,3.79,5.87,11.70,11.60,7.50,6.06,1.89,,,,,
12/11/2019,52XX N Wayne Ave,2.91,3.48,3.90,4.05,3.39,10.60,13.40,14.80,13.70,13.10,1.31,1.13,,,,,
12/15/2021,52XX S Kimbark Ave,14.00,24.00,30.00,28.00,25.00,24.00,23.00,17.00,17.00,17.00,7.70,7.20,5.90,5.70,5.30,,
8/13/2021,52XX S Luna Ave,5.11,10.10,10.50,16.60,32.80,24.70,18.40,19.20,17.50,17.40,17.10,7.95,6.98,6.51,6.25,,
10/12/2021,52XX S Melvina Ave,4.52,9.28,12.00,14.20,14.40,14.60,13.70,12.80,12.10,11.30,4.62,2.41,,,,,
4/17/2019,52XX S Mobile ,9.24,8.51,7.49,14,7.45,6.38,6.81,7.3,8.87,9.13,6.84,1.83,,,,,
10/18/2019,52XX S Mobile Ave,6.01,7.07,5.5,4.83,7.88,12.8,11.8,12.6,11.1,10.7,1.5,2.45,,,,,
9/8/2021,52XX S Monitor Ave,4.10,4.50,8.40,25.00,15.00,13.00,12.00,13.00,13.00,15.00,15.00,3.70,,,,,
12/16/2017,52XX S Moody Ave,6.43,7.01,9.71,11.8,15.50,21.40,22.00,20.70,18.80,17.70,15.3,3.2,,,,,
10/4/2021,52XX S Mulligan Ave,1.63,2.17,2.18,2.04,2.61,6.82,6.83,5.68,5.55,7.39,19.40,2.09,,,,,
11/16/2018,52XX S Mulligan Ave,2.62,3.05,2.9,2.75,3.44,11.1,11.6,9.34,9.22,11.6,33.6,3.04,,,,,
12/20/2021,52XX S Mulligan Ave,4.56,6.02,9.33,7.95,8.42,10.00,16.00,22.20,24.30,23.30,22.10,3.02,,,,,
10/3/2019,52XX S Neenah Ave,6.07,6.60,7.53,7.00,7.00,8.73,16.20,26.00,24.10,21.30,17.60,2.10,,,,,
1/6/2020,52XX S Neva Ave,2.02,2.83,2.79,3.10,2.69,2.12,2.26,3.14,6.51,6.70,7.22,3.76,,,,,
7/3/2019,52XX S New England  ,6.50,5.38,5.2,5.81,6.04,5.82,15.2,31.4,33.2,30.9,17.6,1.98,,,,,
2/14/2020,52XX S New England Ave,4.99,4.82,4.35,4.17,4.20,4.40,4.74,4.61,4.47,4.12,2.77,0.92,,,,,
2/11/2020,52XX S Newcastle Ave,3.76,4.11,5.81,5.55,4.41,4.12,6.46,8.57,8.98,9.28,10.10,2.80,1.39,1.21,1.08,,
2/13/2020,52XX S Newcastle Ave,5.60,2.69,2.43,2.07,2.04,2.48,5.08,5.49,5.14,5.17,3.58,0.69,0.60,0.57,0.55,,
12/13/2019,52XX S Rutherford Ave,3.31,2.55,2.41,2.04,2.69,5.33,6.72,7.02,7.39,8.02,8.36,4.46,,,,,
10/27/2021,52XX S Sayre Ave,6.50,6.20,5.80,6.10,6.40,11.00,17.00,20.00,20.00,21.00,22.00,24.00,5.10,2.80,2.50,,
8/6/2021,52XX S Wells St,3.90,6.70,19.90,24.20,24.70,32.40,34.10,35.40,34.70,26.50,12.40,5.04,4.74,4.06,3.92,,
2/7/2017,52XX W Argyle St,4.92,12.50,4.33,6.02,5.73,5.15,4.3,4.04,5,5.51,1.28,<1,,,,,
3/15/2022,52XX W Belle Plaine Ave,1.90,2.00,2.10,2.30,2.20,2.20,2.10,2.10,2.20,4.30,2.50,0.87,,,,,
2/6/2020,52XX W Belle Plaine Ave,4.60,6.18,7.82,8.85,13.40,14.40,11.70,10.30,9.70,10.10,8.25,2.38,1.97,1.80,1.72,,
8/20/2019,52XX W Byron St,10.9,4.28,4.87,7.28,9.63,9.57,13.5,14.8,14.9,14.3,,10.4,,,,,
2/2/2017,52XX W Cuyler Ave,<1,<1,1.1,1.08,<1,<1,<1,<1,<1,<1,<1,<1,,,,,
8/12/2021,52XX W Eddy St,8.15,6.27,9.77,16.40,18.00,20.80,24.40,23.70,21.10,26.90,3.84,3.29,3.71,3.14,2.87,,
4/20/2019,52XX W George ,4.87,9.54,10.8,10.8,10.2,9.57,10.2,9.71,11.3,14.4,11,2.58,,,,,
8/12/2021,52XX W Leland Ave,5.10,8.28,7.27,15.10,13.80,14.40,15.00,13.20,11.00,11.00,9.68,6.26,,,,,
1/17/2017,52XX W Nelson St,2.69,2.77,3.35,4.01,4.16,3.76,3.62,3.45,3.74,7.42,10.6,2.82,,,,,
2/9/2019,52XX W Oakdale ,6.91,8.27,9.37,9.24,8.96,8.84,8.47,9.63,14.2,16.6,25.1,3.94,,,,,
11/30/2018,52XX W Patterson ,1.90,1.93,2.17,2.17,2.26,2.3,2.45,2.54,2.65,2.74,2.79,1.58,<1,<1,<1,,
6/24/2021,52XX W Wolfram St,3.81,4.22,4.60,4.66,5.04,5.46,12.60,14.10,13.10,11.30,,12.00,2.81,,,,
10/11/2019,53XX N Christiana Ave,6.41,7.79,8.09,8.52,8.60,8.66,8.65,8.74,10.00,15.10,5.86,4.27,,,,,
3/9/2022,53XX N Ludlam Ave,5.52,5.66,5.84,5.82,7.20,11.50,17.30,24.50,24.00,19.00,2.13,1.41,,,,,
4/26/2019,53XX N Luna ,5.82,6.62,8.86,8.75,9.13,8.89,11.1,33.8,44.4,45.1,5.5,3.17,,,,,
3/13/2019,53XX N Luna ,6.89,7.63,9.43,10,10.2,17.8,18.3,17.4,24.5,32.1,3.72,2.94,,,,,
2/2/2017,53XX N Meade Ave,1.08,1.16,1.60,3.24,3.30,3.17,3.26,3.62,4.15,4.84,5.02,4.88,,,,,
11/17/2021,53XX N Mulligan Ave,3.90,4.10,4.50,4.40,4.90,8.90,13.00,18.00,16.00,14.00,2.70,2.20,,,,,
11/18/2019,53XX N New England  ,2.11,3.1,3.55,4.04,4.39,5.03,7.06,10.7,11.3,9.31,1.7,1.08,,,,,
2/29/2020,53XX N Oconto Ave,6.06,6.38,5.03,5.00,5.37,5.43,5.31,4.57,4.45,4.19,4.05,2.15,2.02,1.90,1.84,,
11/15/2018,53XX N Oketo Ave,11.20,14.30,14.9,15.8,16.6,17.5,17.5,17.6,16.6,15.4,14.7,7.75,4.56,4.2,3.78,,
9/9/2021,53XX N Spauling Ave,5.85,4.87,7.35,8.11,8.71,26.50,38.80,35.70,35.70,33.50,40.80,7.50,6.65,6.51,6.15,,
5/29/2019,53XX S Cornell ,<1,<1,<1,<1,<1,<1,<1,<1,<1,<1,<1,<1,,,,,
11/10/2021,53XX S DreXel Ave,2.40,3.00,3.65,3.69,4.02,5.64,9.40,11.50,9.70,5.72,2.16,1.34,,,,,
8/31/2021,53XX S DreXel Ave,7.90,8.60,9.20,9.00,8.60,8.20,8.30,8.40,8.80,9.20,12.00,15.00,13.00,7.70,7.00,,
11/13/2019,53XX S Kimbark ,4.92,4.98,4.18,4.49,3.72,3.98,3.49,2.98,2.93,2.48,3.25,2.99,,,,,
12/17/2016,53XX S Kimbark Ave**,8.78,13.40,14.60,16.4,17.00,17.10,16.30,13.90,12.40,11.30,9.06,12.3,,,,,
3/9/2017,53XX S Kimbark Ave**,8.84,14.60,17.10,20.8,21.40,20.20,19.10,16.60,11.20,9.04,7.42,12.8,,,,,
2/15/2022,53XX S May Ave,4.30,4.40,3.70,3.90,4.70,6.50,8.40,9.80,11.00,10.00,7.10,2.00,,,,,
11/4/2019,53XX S Nashville ,7.38,6.93,7.76,9.47,10.2,15.4,17.3,17.5,18,17.7,18.8,8.22,,,,,
6/28/2019,53XX S Neva ,5.60,5.56,5.84,6.16,6.48,7.07,7.54,8.08,7.66,8.16,,,6.38,3.13,2.04,,
6/13/2019,53XX S Rutherford ,2.93,3.46,4.06,4.04,4.12,4.83,8.58,13,13.9,13.4,14.6,2.36,,,,,
2/19/2020,53XX S Rutherford Ave,3.44,4.89,5.47,5.79,5.74,5.99,5.83,5.51,8.08,13.60,11.10,1.33,,,,,
11/20/2019,53XX W Cullom ,15.2,14.8,18.8,11.9,11.4,26.4,31,28.6,22.7,20.4,7.13,5.27,4.79,4.63,4.21,,
3/21/2022,53XX W Fletcher Ave,16.00,26.00,18.00,16.00,14.00,14.00,14.00,14.00,19.00,27.00,22.00,4.20,3.80,3.70,3.60,,
1/25/2020,53XX W Grace St,7.55,8.07,8.30,7.72,7.44,6.67,10.20,22.00,25.20,23.20,17.50,3.10,3.04,2.55,2.44,,
8/6/2021,53XX W Newport Ave,11.00,22.00,16.00,15.00,14.00,12.00,9.30,14.00,17.00,17.00,,8.90,7.00,,,,
1/28/2020,53XX W Oakdale Ave,3.16,3.11,3.22,3.81,4.36,4.49,4.68,4.64,5.06,12.90,9.11,2.01,,,,,
8/19/2019,53XX W Potomac Ave,7.69,7.61,12.8,11.9,7.81,7.06,6.74,7.04,6.2,6.56,6.09,5.36,5.04,4.92,4.66,,
1/25/2022,53XX W Warwick Ave,2.40,2.60,2.70,2.90,3.20,3.30,2.80,3.60,7.30,8.30,7.00,1.20,,,,,
1/24/2022,53XX W Waveland Ave,2.70,3.90,4.60,4.30,3.80,3.50,6.10,15.00,17.00,14.00,7.70,1.20,,,,,
11/27/2019,53XX W Winona St,4.38,6.91,10.60,11.00,10.10,10.10,12.10,22.80,23.50,21.20,2.97,2.48,,,,,
10/7/2020,5444 N Lovejoy Ave,6.36,10.70,12.20,12.20,10.60,8.45,8.88,10.00,11.60,11.90,3.59,3.02,,,,,
12/5/2018,54XX N Bernard Ave,7.65,14.80,19.4,20,20.8,22.1,21.7,17.1,20.9,25.2,4.7,2.02,,,,,
9/24/2018,54XX N Bernard Ave,7.74,7.65,7,7,8.99,18.4,25.5,23.8,18.7,15.5,19.1,6.1,,,,,
5/6/2017,54XX N Linder Ave**,16.50,8.28,11.00,11.8,12.70,14.00,54.30,19.60,26.70,34.20,9.73,4.7,,,,,
