"The results listed on this page are from residential homes in Chicago that have requested to have their water tested for lead. The results are anonymized to the block level, so the complete address of each home is not posted. In cases where a sample tests over 15 parts per billion (the action limit set by the EPA), the Department of Water Management will contact the homeowner to discuss the results and schedule a time to resample the water and inspect the home’s plumbing and electrical wiring to better evaluate possible causes.",,,,,,,,,,,,,,,,,,
Follow-Up Sequential Sampling,,Sequential Draws,,,,,,,,,,,Timed,,,,,
Date Sampled,Address,1st Draw,2nd Draw,3rd Draw,4th Draw,5th Draw,6th Draw,7th Draw,8th Draw,9th Draw,10th Draw,11th Draw,3 Minute,5 Minute,7 Minute,10 Minute,15 Minute,20 Minute
12/13/2016,19XX W 115Th St,3.88,4.54,4.9,5.69,5.78,5.81,5.78,5.7,5.28,4.66,2.81,<1,,,,,
11/13/2019,19XX W Addison ,7.25,9.6,17.4,22,24.3,24,22.9,19.9,20,18.4,12.9,8.56,,,,,
1/27/2020,19XX W Addison St,0.67,0.55,0.67,0.70,0.78,0.78,0.85,0.75,0.65,0.65,0.61,0.57,,,,,
8/17/2018,19XX W Bradley Pl,3.89,4.86,4.89,5.69,8.31,10.6,10.1,10.5,11.7,12.1,12.8,4.32,,,,,
8/18/2021,19XX W Bradley Pl,4.03,6.79,8.49,3.26,3.99,5.26,5.11,8.80,10.10,10.90,2.57,1.76,,,,,
1/3/2019,19XX W Cornelia ,21.50,29.70,32.1,33.8,36.6,39.8,27.3,26.4,24.2,21.1,5.39,4.53,4.23,4,3.87,,
10/30/2019,19XX W Cortland ,5.9,4.43,4.51,4.64,4.76,4.13,3.47,3.5,2.97,3.21,3.78,3.41,,,,,
8/11/2021,19XX W Estes Ave,6.05,7.78,8.25,0.94,9.44,9.53,9.34,9.96,9.91,10.20,7.74,4.94,,,,,
10/7/2021,19XX W Evergreen Ave,9.05,10.70,17.80,20.00,18.60,19.50,19.20,19.80,15.90,9.19,7.64,7.02,6.74,6.68,6.42,,
7/22/2019,19XX W Fletcher ,16.00,17.20,13.5,13.7,16.1,19.5,23.5,22.2,19.8,17.2,5.79,5.22,,,,,
2/8/2022,19XX W Henderson St,4.10,5.96,7.43,5.09,3.28,2.51,2.18,2.04,1.91,1.78,1.69,1.47,1.41,1.35,1.20,,
8/9/2018,19XX W Nelson St,13.60,15.90,22.3,20.8,19.1,19.1,16,14.6,16.1,15.2,7.58,7.22,,,,,
3/22/2022,1XX E 117Th St,1.70,2.70,2.50,2.50,5.20,7.70,6.20,4.70,1.80,1.30,1.00,0.89,0.84,0.91,0.87,,
3/19/2022,1XX N Leamington Ave,120.00,220.00,74.00,53.00,42.00,38.00,39.00,35.00,30.00,25.00,12.00,8.60,,,,,
8/27/2021,1XX N Lorel Ave,8.90,7.40,6.80,7.80,7.20,6.80,6.40,6.40,6.20,5.90,5.80,5.60,,,,,
6/2/2021,1XX S Homan Ave,27.90,47.40,36.70,36.60,35.50,34.60,33.60,32.60,29.70,27.80,,8.41,6.27,6.14,5.25,5.58,
3/7/2020,20XX E 73Rd St,9.92,12.30,15.70,17.70,18.10,18.30,17.70,16.50,15.50,13.80,9.29,3.03,,,,,
4/30/2021,20XX E 99Th St,6.66,5.33,5.24,5.63,6.36,6.95,9.88,13.40,13.60,11.50,,9.62,3.47,,,,
12/16/2016,20XX N Bissell St**,15.30,18.50,21,21,21.6,20.7,17.6,18.9,16.8,14.9,10.7,3.65,,,,,
5/4/2017,20XX N Bissell St**,7.64,6.64,13.40,25.3,26.90,26.70,26.00,24.20,24.70,21.10,16.5,5.13,,,,,
6/24/2019,20XX N Dayton ,1.42,1.03,<1,<1,<1,<1,<1,<1,<1,<1,<1,<1,,,,,
3/25/2022,20XX N Kenmore Ave,6.92,8.25,8.17,8.51,10.00,26.50,30.80,28.80,32.60,24.00,10.90,2.18,,,,,
11/8/2021,20XX N New England Ave,9.20,8.10,7.40,9.50,8.90,8.30,9.90,10.00,17.00,21.00,16.00,3.50,,,,,
11/16/2021,20XX N Sheffield Ave,3.80,4.70,6.80,9.60,17.00,19.00,22.00,23.00,17.00,11.00,7.00,3.40,,,,,
8/26/2021,20XX W 101Tst Pl,5.76,6.17,5.43,7.02,15.80,21.80,21.90,19.10,15.50,13.70,,3.32,,,,,
12/3/2021,20XX W 21St St,5.70,6.30,6.30,6.30,8.60,22.00,18.00,16.00,17.00,18.00,17.00,3.10,2.50,2.30,2.10,,
4/8/2017,20XX W 21St St,5.36,6.69,6.59,6.57,7.36,17.10,17.00,15.90,14.00,13.60,3.18,2.2,,,,,
6/13/2019,20XX W Addison ,7.97,23.40,33.7,43.4,43.2,44.9,46.2,48.1,46.2,41.3,29.8,6.9,,,,,
9/29/2017,20XX W Berwyn Ave,2.35,2.74,3.09,3.23,3.60,3.55,4.02,4.20,4.20,4.48,4.05,6.61,,,,,
2/4/2019,20XX W Bradley Pl,8.54,21.40,22.6,19.8,17.6,16.2,14.8,16.5,19.4,19.1,10.3,3.64,,,,,
2/8/2020,20XX W Bradley Pl,3.01,3.17,3.79,4.38,3.91,3.89,4.22,5.09,7.22,11.20,2.19,1.23,,,,,
7/13/2021,20XX W Chase Ave,10.70,9.49,9.35,9.05,11.60,21.90,24.40,23.50,21.90,20.70,,,17.50,,,,
9/3/2019,20XX W Cullerton ,4.94,5.52,7.81,7.15,6.5,7.07,5.87,5.31,5.13,4.84,3.74,3.32,,,,,
12/18/2018,20XX W Cuyler ,3.66,3.46,3.34,3.75,4.4,5.14,8.05,11.6,15.6,15.2,9.23,1.79,<1,<1,<1,,
2/28/2017,20XX W Evergreen Ave,11.00,13.40,14.00,15.2,15.80,16.00,15.40,17.00,20.50,18.70,2.91,1.65,,,,,
2/28/2017,20XX W Lunt Ave,<1,<1,<1,<1,<1,<1,<1,<1,<1,<1,<1,<1,,,,,
8/1/2019,20XX W Moffat ,22.90,33.10,31.8,26.6,27.6,25.5,23.8,20.1,14.2,10.1,8.98,8.13,,,,,
2/2/2022,20XX W Ohio St,4.50,5.00,4.50,4.10,4.00,4.50,5.30,5.70,5.80,6.00,5.90,3.10,1.30,1.00,0.97,,
11/4/2019,20XX W Summerdale ,6.01,7.68,8.13,12.3,17.5,18.6,17.8,16.1,12.8,10.7,4.04,3.35,,,,,
10/22/2021,20XX W Thomas St,5.90,8.80,25.00,25.00,25.00,22.00,20.00,27.00,18.00,7.50,5.20,5.00,4.80,4.50,4.40,,
10/17/2018,20XX W Willow St,2.50,4.80,7.8,6.05,6.67,5.2,3.1,2.16,2.09,1.72,1.89,2.1,1.46,1.35,1.41,,
2/27/2020,21XX E 96Th St,3.30,4.24,4.35,5.91,14.00,16.00,16.40,16.80,14.60,10.70,5.82,2.31,,,,,
3/25/2017,21XX N Hudson Ave,7.95,6.55,16.50,5.51,5.24,5.04,5.06,4.96,4.96,5.02,4.8,2.58,,,,,
10/24/2019,21XX N Kildare ,4.96,8.34,8.78,9.96,9.72,11.2,10.9,10.4,9.8,9.22,3.78,2.64,,,,,
3/11/2019,21XX N Lincoln ,4.55,3.66,9.46,9.78,9.97,10.7,11.7,13,12.1,12.7,11.1,1.38,,,,,
3/29/2022,21XX S Drake Ave,12.60,13.10,16.40,20.00,20.20,16.00,14.80,14.80,13.90,12.00,9.92,5.45,4.67,4.17,3.83,,
12/3/2016,21XX W 110Th Pl**,5.31,5.22,13.9,29,30.7,28.3,25.6,25,24.8,23.6,13.3,2.88,,,,,
1/7/2017,21XX W 110Th Pl**,2.28,2.58,4.33,4.13,3.89,3.59,3.65,3.98,4.41,4.57,2.44,<1,,,,,
3/24/2017,21XX W 110Th St,4.18,5.50,9.07,11.5,11.10,10.70,10.30,10.30,9.06,7.22,3.66,1.89,,,,,
7/2/2019,21XX W 115Th St,8.60,3.05,3.35,4.54,4.68,8.08,13.9,15.8,16,16.9,13,1.67,,,,,
7/30/2021,21XX W 118Th St,3.80,4.90,4.50,5.70,1.00,20.00,22.00,23.00,24.00,22.00,,3.60,2.90,,,,
2/1/2022,21XX W 19Th St,5.30,8.00,6.90,3.80,7.00,6.90,2.70,2.20,2.00,1.90,1.70,1.60,1.60,1.50,1.40,,
5/17/2021,21XX W 66Th St,15.00,15.00,20.00,17.00,14.00,13.00,12.00,13.00,12.00,13.00,,13.00,15.00,5.70,4.10,3.90,
2/3/2020,21XX W 75Th Pl,14.40,8.19,9.39,22.40,19.40,12.90,14.70,13.20,12.40,12.30,,3.75,3.24,,,,
4/6/2019,21XX W 82Nd Pl,2.91,4.80,5.84,6.43,6.98,7.49,7.29,6.18,4.94,3.63,<1,<1,,,,,
4/14/2016,21XX W Belle Plaine Ave,12.50,15.10,33.3,57.5,27.4,19.1,10.6,13.4,11.4,5.98,4.34,4.01,,,,,
1/25/2022,21XX W Erie St,11.00,12.00,12.00,12.00,17.00,24.00,26.00,25.00,23.00,21.00,11.00,9.40,9.20,8.60,8.40,,
12/16/2021,21XX W Greenleaf Ave,7.09,7.94,13.30,18.20,16.80,16.40,14.50,15.10,17.50,17.80,11.60,2.98,2.70,2.78,2.59,,
3/18/2020,21XX W Lunt Ave,14.90,12.90,12.50,15.20,15.40,16.50,20.80,23.70,23.60,21.80,28.40,4.30,,,,,
1/27/2017,21XX W Pensacola Ave,3.20,3.06,3.69,4.56,5.22,12.70,16.70,19.60,18.90,14.90,11.2,1.61,,,,,
3/6/2019,21XX W Walton ,3.16,2.51,3.64,16.3,12.6,12.9,13.4,13.4,12.9,7.82,3.32,3.34,,,,,
7/14/2017,22XX N Campbell Ave,9.31,8.68,9.21,9.71,11.60,13.70,22.10,37.70,36.60,38.00,9.58,4.09,,,,,
10/26/2019,22XX N Keeler ,2.74,3.52,4.45,5.14,5.2,5.1,5.29,6.18,7.36,7.5,26.1,2.62,2.24,2.16,2.07,,
9/6/2019,22XX N Kildare Ave,3.91,4.82,5.66,6.31,7.19,7.70,8.14,8.62,8.32,9.00,5.95,2.95,,,,,
2/28/2022,22XX N Lakewood Ave,4.10,4.50,4.10,4.30,4.00,4.30,5.30,5.90,5.30,4.30,2.30,0.99,,,,,
10/28/2016,22XX N Lakewood Ave**,7.45,9.04,9.91,27.7,36.3,36.5,35,26.9,20.7,18.3,15.1,3.56,,,,,
5/10/2018,22XX N Lakewood Ave**,5.91,7.17,10.40,22.3,29.00,28.80,26.60,19.40,13.50,11.70,11.7,2.89,,,,,
11/17/2018,22XX N Lawndale Ave,4.49,5.34,5.37,5.84,5.68,5.1,6.24,6.99,7.4,7.37,9.04,2.08,1.83,1.67,1.57,,
4/4/2022,22XX N Magnolia Ave,13.40,18.00,17.50,13.80,12.30,10.50,8.55,5.63,4.23,3.48,3.13,2.87,2.64,2.58,2.52,,
3/1/2019,22XX N Neva ,3.28,4.09,3.26,3.32,4.68,6.24,4.14,4.67,5.74,7.2,6.43,3.02,1.98,1.41,1.51,,
3/28/2022,22XX N Rockwell Ave,3.58,5.18,5.85,5.48,5.00,5.06,8.30,13.40,14.40,14.30,10.10,1.14,,,,,
11/15/2021,22XX W 110Th Pl,2.27,4.41,5.20,2.76,2.77,2.91,3.40,3.76,3.62,3.32,1.74,1.09,,,,,
5/19/2021,22XX W 69Th St,2.70,2.80,2.80,2.70,2.90,2.90,3.00,3.00,3.00,3.10,,2.80,1.50,,,,
1/28/2017,22XX W Berwyn Ave,4.28,8.52,8.78,8.56,7.89,7.71,7.07,6.67,5.50,4.55,3.61,3.08,,,,,
8/24/2021,22XX W Birchwood Ave,4.82,6.05,6.32,7.00,16.70,15.60,14.30,18.80,27.40,32.70,32.10,25.50,26.10,12.50,4.20,,
10/20/2016,22XX W Estes Ave,6.94,8.34,8.42,8.66,12.9,25.1,21,21.8,27.3,17.1,7.43,6.01,,,,,
3/1/2019,22XX W Greenleaf ,8.37,9.68,11.6,9.72,7.69,10.8,20.1,21,18.9,16.4,13.4,3.65,,,,,
2/8/2020,22XX W Leland Ave,7.58,8.21,9.07,11.30,16.10,25.60,30.60,31.00,27.30,29.10,5.03,4.62,4.34,4.00,3.77,,
7/12/2019,22XX W Lunt ,11.70,12.70,15.1,26.9,42.3,44.7,42,36.8,35.1,33.1,28,9.24,,,,,
2/6/2019,22XX W Shakespeare ,45.60,26.50,5.46,5.35,4.54,3.85,3.68,3.38,3.3,3.08,2.91,2.8,,,,,
10/28/2016,22XX W Shakespeare Ave,15.50,18.10,10.8,10.7,6.38,11.6,5.92,5.72,5.5,5.47,5.12,4.58,,,,,
7/22/2019,22XX W Walton ,6.72,17.00,19.1,17,12,11.6,10.9,10.4,9.7,7.55,4.99,4.1,,,,,
3/9/2022,22XX W Winnemac Ave,3.70,4.90,5.20,5.30,5.40,5.50,11.00,14.00,13.00,12.00,2.20,1.90,,,,,
11/30/2021,23XX N Lakewood Ave,9.50,8.80,11.00,11.00,10.00,20.00,23.00,16.00,15.00,18.00,2.60,2.10,2.00,1.90,1.80,,
2/18/2020,23XX N Monticello Ave,9.30,10.50,9.51,8.06,7.05,7.54,13.10,19.60,20.30,19.00,3.19,2.53,,,,,
7/19/2021,23XX N Normandy Ave,5.42,6.01,7.98,8.76,11.60,15.50,15.60,15.50,14.10,12.90,,9.36,4.52,4.37,4.25,4.03,
2/19/2020,23XX N Rutherford Ave,7.50,8.90,7.86,7.90,7.61,7.37,14.60,22.00,20.70,17.30,16.30,4.85,,,,,
3/19/2019,23XX S Marshall Blvd,<1,<1,1.66,1.77,1.14,<1,<1,<1,<1,<1,<1,<1,,,,,
2/24/2022,23XX W 107Th St,4.40,5.50,8.40,7.90,7.40,7.40,7.10,7.00,7.40,7.10,4.00,1.70,1.60,1.60,1.50,,
7/13/2021,23XX W 110Th St,3.50,3.60,3.10,3.10,2.90,3.20,3.60,3.60,3.60,3.60,,3.30,2.90,,,,
9/15/2016,23XX W 110Th St,7.95,8.13,8.32,8.82,8.91,9.24,19.6,27.9,28.3,26,9.07,5.14,,,,,
8/3/2021,23XX W 116Th Pl,6.40,10.90,11.60,11.40,11.70,17.70,18.20,25.50,27.60,26.70,26.00,7.29,,,,,
11/26/2019,23XX W 35Th Pl,6.47,7.65,6.35,5.67,5.15,4.63,4.11,4.22,3.96,3.98,2.94,2.37,,,,,
10/14/2021,23XX W 80Th St,16.00,26.40,16.20,11.00,4.08,3.10,7.05,9.00,5.70,3.26,<1,<1,,,,,
4/1/2022,23XX W Iowa St,27.80,26.80,4.54,3.61,3.82,3.34,3.52,3.06,2.71,3.46,6.32,1.51,,,,,
5/21/2021,24XX E 74Th St,12.60,18.50,38.90,32.10,25.90,24.80,13.80,12.40,25.20,28.60,,8.01,6.30,5.95,5.52,5.15,
8/29/2017,24XX N Bernard St,25.60,26.10,20.60,15.3,14.20,13.50,12.80,6.65,11.70,11.30,7.46,7.26,,,,,
8/23/2021,24XX N Fairfield Ave,12.20,20.00,268.00,69.70,40.60,33.53,34.00,32.60,23.00,12.60,10.20,9.30,8.78,8.88,7.98,,
2/21/2020,24XX N Lawndale Ave,7.34,8.44,17.10,26.60,27.20,21.40,16.40,15.80,14.80,11.00,9.92,4.06,3.52,3.41,3.14,,
6/21/2021,24XX N Monitor Ave,5.91,16.70,14.90,18.80,20.20,20.40,19.20,17.80,15.00,1.90,,9.79,4.25,3.97,3.76,3.67,
10/7/2019,24XX S Lawndale Ave,4.71,5.37,10.20,10.70,12.30,15.70,15.70,14.10,11.20,9.36,4.50,3.90,,,,,
9/21/2018,24XX S Oakley Ave,3.84,4.55,5.3,5.18,5.77,7,7.05,7.08,7.28,7.34,13.1,2.56,,,,,
3/29/2022,24XX S Ridgeway Ave,7.16,10.50,12.60,16.00,22.40,24.30,27.90,25.60,21.50,16.10,2.18,1.67,,,,,
2/28/2022,24XX W Augusta Ave,284.00,463.00,283.00,228.00,129.00,83.20,93.30,78.80,71.80,68.50,57.20,32.40,22.90,18.20,12.10,,
2/28/2020,24XX W Berteau Ave,3.98,3.05,3.40,4.45,4.72,5.94,6.59,6.66,6.58,6.89,3.66,2.01,,,,,
12/7/2018,24XX W Byron St,2.18,2.57,3.11,3.52,4.39,4.08,3.77,5.46,14.4,20,2.36,1.76,,,,,
5/20/2019,24XX W Coyle ,3.78,4.22,5.44,6.16,8.06,10.6,13.6,14.4,13.5,12.1,11.1,3,,,,,
10/6/2021,24XX W Homer St,<1,<1,<1,<1,<1,<1,<1,<1,<1,<1,<1,<1,<1,<1,<1,,
1/17/2019,24XX W Pensacola ,3.02,4.20,1.89,1.91,1.71,1.82,1.66,1.64,1.43,1.3,1.01,<1,,,,,
10/15/2021,24XX W Polk St,24.00,7.24,5.56,5.22,4.76,4.53,4.39,4.12,3.74,3.40,2.79,2.58,,,,,
12/6/2021,24XX W Superior St,9.80,12.00,29.00,23.00,24.00,23.00,25.00,20.00,17.00,7.20,4.80,4.00,3.70,3.60,3.40,,
7/13/2021,25XX E 81St St,16.00,11.00,21.00,33.00,37.00,38.00,38.00,30.00,26.00,30.00,,,,29.00,8.00,6.40,
7/15/2021,25XX E 93Rd St,7.27,13.20,13.30,12.50,12.70,12.00,12.10,11.50,11.60,10.50,,8.87,4.08,3.66,3.24,3.25,
8/14/2018,25XX E 96Th St,6.75,7.36,6.68,6.88,19.3,22.8,19.9,17.4,17.6,18.4,10.2,4.36,,,,,
3/30/2022,25XX N  Seminary Ave,8.70,10.70,10.30,9.79,10.10,9.80,20.60,33.60,37.60,36.20,26.20,6.78,,,,,
8/19/2016,25XX N Central Park Ave,9.36,10.30,20.7,21,22,31.9,20.3,18.1,21.1,19,7.28,6.33,,,,,
10/8/2021,25XX N Harding Ave,10.60,9.44,16.20,17.30,19.50,16.30,14.50,14.40,10.20,8.13,10.90,6.18,5.58,5.64,5.12,,
9/29/2021,25XX N Harding Ave,5.45,8.70,9.34,8.56,8.23,7.04,7.12,8.79,9.31,9.03,5.48,4.43,4.36,4.11,3.68,,
2/4/2019,25XX N Kimball ,9.65,13.80,17,16.6,16.8,17.9,16.7,15.4,14.2,14.8,6.78,3.67,,,,,
11/23/2021,25XX N Linden Pl,28.00,30.00,30.00,38.00,35.00,26.00,22.00,19.00,24.00,31.00,7.40,6.30,6.40,5.70,5.60,,
7/28/2018,25XX N Linden Pl**,23.40,24.30,43.3,46.7,35.4,29.7,27.9,38.5,47.3,48.4,13.3,11.9,,,,,
10/27/2018,25XX N Linden Pl**,14.80,25.00,39.30,39.6,34.6,29.9,31.3,36.6,38.8,10,8.84,,,,,,
10/26/2019,25XX N Mont Clare ,4.84,4.76,4.36,4.29,3.99,3.86,4.17,6.04,10.6,12.8,17.3,3.26,,,,,
1/28/2022,25XX N Oak Park Ave,4.10,6.60,4.40,3.60,3.30,4.00,4.60,5.70,5.90,5.90,5.30,1.50,,,,,
1/27/2022,25XX N Sheffield Ave**,5.90,7.70,9.90,3.70,11.00,13.00,17.00,24.00,32.00,31.00,27.00,10.00,3.10,2.40,2.90,,
4/8/2022,25XX N Sheffield Ave**,2.45,3.07,2.38,3.15,6.46,7.28,7.95,9.66,14.40,16.00,14.00,1.20,,,,,
8/21/2018,25XX N Spaulding Ave,3.68,2.92,3.01,3.41,3.2,3.19,3.15,3.42,3.43,3.42,8.44,13.9,2.17,2.2,1.92,,
4/15/2016,25XX N St Louis Ave,9.03,10.00,12.6,10.8,8.98,7.5,6.09,5.12,4.7,3.1,2.64,2.31,,,,,
10/17/2019,25XX N St Louis Ave,8.53,10.3,14.1,17.4,16,15.1,14.5,16.7,17.4,17.4,8.92,5.35,,,,,
12/4/2019,25XX S Princeton Ave,3.00,6.09,7.96,9.12,10.70,12.00,11.30,9.78,6.55,4.35,0.86,0.80,,,,,
8/27/2019,25XX W 109Th St,8.96,9.27,9.48,13.2,12.6,11.9,13.7,17.3,19.3,16,5.92,5.76,,,,,
11/8/2021,25XX W 117Th St,2.18,2.86,3.23,3.57,3.90,3.86,3.83,3.89,7.69,10.70,3.33,1.24,2.00,1.89,1.83,,
1/19/2017,25XX W 45Th Pl,6.37,8.93,13.40,18.5,19.70,18.40,16.50,12.30,9.91,8.40,7.73,2.1,,,,,
5/12/2017,25XX W 80Th Pl***,2.89,4.26,5.9,,,,,,,,7.02,12.2,,,,,
7/18/2017,25XX W 80Th Pl***,8.46,12.90,14.00,13.2,9.50,14.80,17.80,16.00,16.20,16.10,13.2,11.2,,,,,
4/4/2018,25XX W 80Th Pl***,3.45,7.18,7.84,7.22,6.93,7.31,10.00,9.46,9.08,8.83,6.01,2.28,,,,,
11/8/2018,25XX W Belden Ave,4.81,8.29,13.2,11.6,10.4,12.4,10.7,9.74,6.1,5.14,4.36,4.03,3.96,3.57,3.41,,
12/20/2018,25XX W Fargo ,3.97,3.28,2.3,3,3.87,6.17,5.31,5.18,8.1,10.5,11.3,8.34,<1,<1,<1,,
10/10/2019,25XX W Hutchinson St,3.03,2.52,4.28,4.85,5.45,5.74,5.38,5.90,6.59,5.78,6.61,15.10,5.20,4.12,3.54,,
7/22/2016,25XX W Jarvis Ave,4.25,10.10,4.50,3.54,7.48,6.32,4.82,5.58,8.52,12.10,15.30,8.77,,,,,
1/21/2022,26XX E 79Th St,2.30,3.60,3.40,3.70,7.50,16.00,16.00,13.00,14.00,12.00,1.90,1.20,,,,,
7/30/2019,26XX N New England  ,6.92,16.30,13.2,9.84,9.82,10.3,9.68,10,9.73,9.43,7.97,4.34,,,,,
4/1/2022,26XX N Sacramento Ave,6.31,6.10,6.36,6.21,6.66,7.17,7.32,6.10,6.68,10.40,13.70,3.27,,,,,
6/29/2017,26XX N Seminary Ave,<1,<1,<1,<1,<1,<1,<1,<1,<1,<1,<1,<1,,,,,
6/23/2021,26XX S Komensky Ave,6.10,6.73,12.10,13.60,12.30,12.00,12.00,12.00,10.60,7.46,,5.91,5.49,5.31,5.20,4.95,
11/5/2019,26XX W 104Th St,4.7,5.47,5.61,5.83,5.95,5.75,5.61,5.47,5.94,17.2,13.5,6.68,6.22,5.62,5.29,,
6/4/2021,26XX W 24Th Pl,3.30,3.60,8.40,12.00,11.00,11.00,9.40,5.70,5.20,6.10,,2.60,2.30,,,,
10/19/2019,26XX W 79Th Pl,2.79,2.96,3.17,3.1,2.98,3.25,3.07,2.97,3.18,3.11,1.94,1.46,,,,,
8/28/2019,26XX W 83Rd Pl,3.08,3.75,6.94,7.22,6.46,6.03,6,6.11,6.88,7.17,3.53,3.19,,,,,
11/12/2019,26XX W Eastwood ,4.78,6.42,8.2,7.94,7.27,6.68,5.9,5.55,5.39,4.21,2.89,2.69,,,,,
2/1/2022,26XX W Wilson Ave,5.10,3.90,3.90,3.80,3.50,3.10,2.90,2.80,2.60,2.30,1.70,1.70,1.60,1.50,1.50,,
10/17/2019,26XX W Wilson Ave,5.55,7.56,8.14,8.43,8.31,8.4,7.46,6.76,7.37,10,17.7,5.27,,,,,
3/3/2022,26XX W Windsor Ave,8.25,6.53,6.73,6.75,5.98,5.90,5.24,5.33,5.57,5.31,4.12,1.93,1.74,1.69,1.66,,
11/3/2021,27XX N Bosworth Ave,13.80,13.90,12.70,20.20,32.60,38.30,40.60,35.80,32.80,32.30,6.88,5.24,5.01,4.46,4.28,,
3/14/2019,27XX N Mcvicker ,5.63,6.13,4.49,5.84,6.91,8.78,11.3,10.1,8.29,8.17,7.32,1.09,,,,,
4/18/2019,27XX N Monitor ,4.14,3.82,4.96,7.45,7.19,7.12,7.18,7.1,8.05,7.61,4.2,2.65,,,,,
10/24/2019,27XX N Mozart ,14.2,15.5,16.1,14.4,11.6,13.3,13.8,17.7,15.5,10.9,4.37,3.81,,,,,
11/26/2018,27XX N Mozart Ave,4.43,4.15,13.3,22.6,25.2,21.4,18.4,16.5,15.2,12.8,9.38,1.89,,,,,
12/30/2019,27XX N Racine Ave,33.60,4.60,6.96,24.20,24.00,18.30,13.80,121.00,10.20,8.07,2.38,1.28,,,,,
2/10/2020,27XX N Seminary Ave,3.41,3.69,3.94,4.04,4.76,4.99,4.85,4.22,3.78,5.55,3.00,2.15,,,,,
11/9/2021,27XX N Troy St,6.34,9.98,14.90,17.30,15.80,14.80,13.80,13.00,11.80,10.40,3.05,2.53,,,,,
5/20/2017,27XX N Wayne Ave,7.23,7.19,8.08,10.8,10.90,11.80,25.20,31.50,31.90,28.80,19,3.23,,,,,
1/7/2020,27XX N Whipple St,6.49,6.73,8.22,14.70,19.20,20.70,21.70,21.90,21.50,19.80,9.83,4.23,,,,,
2/28/2016,27XX N Wilton Ave**,22.30,25.70,29.8,33.5,38,39.9,38.3,35.2,31.3,26.2,19.4,6.37,,,,,
4/20/2017,27XX N Wilton Ave**,15.70,24.70,29.50,36.3,38.00,41.00,39.70,39.80,32.30,26.40,23.4,8.38,,,,,
1/17/2020,27XX S Kildare Ave,4.40,6.00,16.70,16.90,15.70,14.50,12.80,11.50,11.10,10.20,3.72,3.13,,,,,
8/2/2021,27XX W 15Th Pl,5.00,5.20,5.90,7.40,10.00,9.30,8.70,8.30,7.70,7.40,,6.80,6.70,6.30,6.50,6.00,
6/29/2021,27XX W 23Rd Pl,7.04,14.70,12.20,12.00,11.50,10.50,10.20,10.20,9.81,9.22,,7.61,5.71,5.38,5.37,5.12,
6/21/2019,27XX W Augusta ,7.17,8.41,13.2,22,15.7,13.7,13.5,13.9,15.8,16.1,14.2,14,8.08,7.49,6.72,,
4/11/2022,27XX W Farwell Ave,12.30,2.67,2.42,2.50,267.00,2.42,2.92,9.71,11.41,10.00,3.23,<1,,,,,
9/11/2019,27XX W LeXington St**,5.75,8.06,10.70,10.70,13.40,22.70,56.70,169.00,89.60,41.70,24.70,17.70,,,,,
2/4/2020,27XX W LeXington St**,11.60,26.20,18.20,14.50,17.00,24.00,52.70,70.00,42.00,29.70,20.60,9.97,4.00,3.44,3.18,,
3/31/2019,27XX W Logan Blvd,4.40,6.00,16.7,16.9,15.7,14.5,12.8,11.5,11.1,10.2,3.72,3.13,,,,,
7/29/2019,27XX W Logan Blvd,18.00,18.00,17.1,17.4,17.6,18.1,17.9,18.3,18.4,18.2,35.3,7.41,,,,,
4/6/2022,27XX W Lunt Ave,3.32,4.56,6.08,11.60,7.45,5.82,5.79,5.96,7.65,8.10,8.07,1.48,,,,,
10/7/2019,27XX W Morse Ave,5.83,6.07,7.26,9.13,9.59,12.80,20.40,22.80,20.40,16.20,15.90,5.20,,,,,
7/27/2021,27XX W Nelson St,2.72,3.38,3.26,3.04,6.75,8.43,8.12,8.31,10.20,11.80,,5.18,2.18,,,,
8/20/2019,27XX W Wilson Ave,4.31,5.9,10.5,12,12.6,15.2,17.3,15.2,14.1,13.2,5.48,3.35,,,,,
11/13/2019,28XX N Lawndale ,4.78,4.97,5.82,5.62,5.78,5.59,7.04,13.6,14.9,13.5,14.5,2.26,,,,,
3/21/2019,28XX N Monitor ,3.34,4.21,3.69,5.42,6.31,7.7,12.3,13.2,11.8,11.3,2.27,1.52,1.52,1.48,1.32,,
1/21/2022,28XX N Richmond St,3.50,3.80,3.80,4.80,4.20,3.80,34.00,2.70,2.10,1.50,1.10,0.97,,,,,
11/2/2016,28XX N Ridgeway Ave**,7.18,13.20,15.2,14.9,15,15.9,16.8,15.9,14,10.1,7.05,5.91,,,,,
4/28/2017,28XX N Ridgeway Ave**,<1,2.36,1.97,<1,<1,<1,<1,<1,<1,<1,<1,<1,,,,,
7/31/2019,28XX N Sawyer ,6.07,6.75,5.76,5.56,4.84,4.47,4.22,4.18,4.03,3.59,4.09,3.1,,,,,
1/28/2019,28XX N Whipple ,3.49,4.48,5.71,5.09,4.78,4.75,15,5.98,18.5,17.6,14.6,1.46,,,,,
4/5/2019,28XX S Kildare ,6.36,5.62,9.11,6.28,5.82,5.2,4.18,3.27,3.54,3.15,1.82,1.58,,,,,
9/20/2021,28XX S Poplar Ave,3.85,2.80,3.03,3.59,5.79,4.89,5.04,3.83,2.73,2.53,2.24,2.08,,,,,
