CAMNT,sm001,sm002,sm003,sm004,sm005,sm008,sm009,sm010,sm011,sm012,sm013,sm016,sm017,sm018,sm019,sm020,sm024,sm025,sm026,sm027
CAMNT_0024349653,11,14,5,13,8,7,7,18,6,9,8,14,8,11,10,8,19,11,7,5
CAMNT_0024349665,17,12,23,17,14,15,11,17,20,22,14,18,18,14,19,14,11,14,17,12
CAMNT_0024349709,12,17,8,11,10,10,6,20,6,16,10,25,7,10,6,10,10,2,11,5
CAMNT_0024349937,15,20,16,19,10,11,9,10,8,11,10,15,12,15,24,10,12,9,11,10
CAMNT_0024350171,11,11,12,17,16,9,11,16,8,8,16,9,3,13,13,16,7,12,8,8
CAMNT_0024350297,11,20,25,20,18,13,14,17,13,22,18,20,12,24,23,18,19,17,22,25
CAMNT_0024350385,18,27,10,27,20,17,16,22,16,28,20,29,21,18,33,20,21,34,15,10
CAMNT_0024350487,14,61,25,10,12,22,81,7,11,45,12,39,22,124,3,12,3,19,26,19
CAMNT_0024350861,60,112,74,90,70,69,82,89,52,108,70,129,89,85,128,70,67,99,107,87
CAMNT_0024351093,12,10,9,14,5,10,6,20,9,10,5,12,10,5,12,5,11,14,7,3
CAMNT_0024351343,15,24,11,14,10,21,16,23,7,14,10,25,16,5,20,10,18,23,8,5
CAMNT_0024351345,63,71,66,54,90,68,47,66,42,64,90,90,44,48,66,90,40,74,65,54
CAMNT_0024351363,1,13,11,46,22,5,4,13,22,13,22,3,1,11,19,22,1,1,6,13
CAMNT_0024351423,16,13,10,24,14,14,16,12,7,13,14,15,16,12,10,14,12,9,9,5
CAMNT_0024351425,9,16,9,14,10,7,12,9,3,4,10,15,4,7,5,10,7,11,11,8
CAMNT_0024351637,9,7,7,15,5,7,9,13,7,11,5,10,11,8,6,5,13,7,16,5
CAMNT_0024351737,21,15,15,20,20,13,16,22,26,19,20,16,21,8,21,20,20,24,17,22
CAMNT_0024352039,27,20,21,26,17,21,15,18,23,16,17,30,19,22,16,17,18,32,27,27
CAMNT_0024352185,30,54,41,57,62,48,30,32,34,50,62,72,31,54,65,62,44,51,53,49
CAMNT_0024352291,19,21,18,43,40,39,34,34,10,29,40,57,56,43,39,40,33,27,27,24
CAMNT_0024352621,8,21,24,12,9,8,9,13,10,12,9,7,17,6,17,9,10,11,6,11
CAMNT_0024352627,6,14,7,20,20,11,9,10,9,12,20,19,3,9,18,20,8,5,13,12
CAMNT_0024352683,18,17,11,12,5,9,15,19,1,12,5,19,11,13,10,5,9,8,5,6
CAMNT_0024352687,10,48,45,33,3,6,12,65,10,60,3,1,12,49,60,3,0,5,33,41
CAMNT_0024352757,18,23,17,22,9,8,13,30,8,17,9,22,25,24,16,9,7,19,20,12
CAMNT_0024352867,28,15,15,27,22,19,21,9,13,14,22,24,18,15,13,22,17,14,20,17
CAMNT_0024353011,25,29,31,38,27,22,12,32,31,35,27,46,17,31,40,27,23,28,28,18
CAMNT_0024353161,8,11,11,18,14,11,9,6,9,25,14,17,17,15,17,14,15,18,16,12
CAMNT_0024353263,26,11,7,12,18,22,10,10,7,5,18,24,10,9,6,18,16,12,8,4
CAMNT_0024353353,10,22,3,21,21,11,2,9,4,18,21,13,4,7,25,21,8,22,30,22
CAMNT_0024353461,12,12,7,8,12,11,5,13,7,7,12,19,2,10,21,12,17,2,5,5
CAMNT_0024353653,14,18,20,24,11,11,8,27,7,14,11,13,10,21,15,11,16,15,27,20
CAMNT_0024353655,7,18,9,8,13,13,8,13,3,11,13,15,14,5,12,13,11,10,3,14
CAMNT_0024353741,32,30,20,68,56,32,19,32,25,22,56,52,43,18,23,56,29,18,16,11
CAMNT_0024353865,12,13,19,9,9,12,12,10,10,11,9,10,12,12,16,9,10,9,17,10
CAMNT_0024353899,10,8,12,10,7,5,1,15,8,10,7,10,13,7,12,7,6,8,15,18
CAMNT_0024353959,11,8,4,13,10,14,5,16,11,9,10,11,12,11,13,10,10,10,15,9
CAMNT_0024353965,14,7,10,12,16,3,3,7,13,5,16,13,15,9,10,16,6,1,4,6
CAMNT_0024354147,7,16,10,16,10,13,13,18,9,24,10,23,12,19,13,10,12,25,16,9
CAMNT_0024354283,14,10,18,10,14,13,12,25,7,9,14,7,14,19,21,14,25,11,6,13
CAMNT_0024354301,14,8,8,16,8,15,4,10,9,11,8,20,6,8,9,8,9,15,11,2
CAMNT_0024354363,27,24,26,14,18,26,26,23,20,14,18,36,22,29,34,18,27,27,41,15
CAMNT_0024354459,34,50,19,57,35,38,26,17,20,21,35,61,28,22,45,35,23,19,32,37
CAMNT_0024354661,21,6,15,9,21,51,24,15,5,19,21,29,17,17,12,21,44,23,6,9
CAMNT_0024354881,10,19,10,16,8,11,5,7,15,9,8,15,14,10,21,8,9,19,8,6
CAMNT_0024354959,77,118,65,99,55,67,92,131,73,116,55,145,97,102,113,55,130,123,97,74
CAMNT_0024354995,47,63,48,82,77,72,40,57,22,56,77,99,71,41,55,77,59,64,49,41
CAMNT_0024355055,5,11,24,20,22,7,6,14,20,19,22,7,3,12,26,22,13,1,9,16
CAMNT_0024355065,42,53,50,47,49,57,88,54,32,27,49,81,128,105,82,49,45,82,61,65
CAMNT_0024355117,7,8,24,54,40,1,3,17,21,28,40,2,2,10,15,40,6,3,6,8
CAMNT_0024355335,10,15,16,31,8,5,4,13,9,18,8,7,4,6,10,8,5,6,10,5
CAMNT_0024355407,18,41,8,16,19,11,10,18,12,15,19,19,19,7,10,19,24,14,13,7
CAMNT_0024355981,9,18,14,25,5,9,7,11,10,11,5,13,7,5,10,5,5,11,10,11
CAMNT_0024356011,17,21,14,16,13,15,5,11,15,12,13,9,12,9,16,13,12,16,13,6
CAMNT_0024356027,21,9,16,22,25,27,23,9,13,20,25,19,20,30,17,25,5,11,9,9
CAMNT_0024356151,24,14,16,37,15,27,14,14,13,13,15,25,17,33,27,15,29,26,20,14
CAMNT_0024356177,17,12,14,19,8,17,7,10,8,9,8,22,7,12,10,8,2,9,4,3
CAMNT_0024356231,37,35,22,10,16,42,26,43,23,14,16,48,5,20,17,16,29,28,22,16
CAMNT_0024356253,16,14,14,24,21,16,13,28,20,23,21,19,10,24,27,21,18,30,28,19
CAMNT_0024356265,4,12,7,7,13,12,8,5,6,10,13,15,8,6,22,13,21,15,12,21
CAMNT_0024356269,8,6,13,4,9,5,5,8,7,7,9,12,10,11,17,9,1,11,19,8
CAMNT_0024356511,8,7,6,15,15,6,7,15,9,9,15,14,7,14,11,15,16,9,9,10
CAMNT_0024356611,27,48,37,33,40,43,33,26,39,41,40,69,35,52,43,40,30,28,24,28
CAMNT_0024356725,7,27,16,29,15,8,15,23,11,17,15,23,12,9,7,15,28,19,13,14
CAMNT_0024356781,16,6,6,23,13,8,4,7,9,14,13,8,11,11,7,13,3,8,12,11
CAMNT_0024356793,11,18,15,21,15,15,8,16,5,11,15,20,8,9,19,15,2,12,15,3
CAMNT_0024356807,10,14,15,12,9,13,10,11,14,8,9,8,5,13,9,9,7,6,18,10
CAMNT_0024356935,7,18,9,23,20,5,5,22,7,27,20,7,5,25,17,20,4,3,19,15
CAMNT_0024357007,22,22,18,26,14,25,27,30,22,33,14,33,55,28,48,14,23,28,43,22
CAMNT_0024357165,10,8,17,11,9,7,5,13,7,10,9,10,10,8,6,9,12,8,14,3
CAMNT_0024357173,38,137,70,41,3,18,24,141,18,93,3,16,28,112,81,3,7,23,96,60
CAMNT_0024357281,23,28,142,43,42,91,58,116,20,59,42,99,111,67,58,42,63,91,32,36
CAMNT_0024357335,17,81,111,61,3,3,16,89,40,101,3,9,8,57,124,3,6,5,51,82
CAMNT_0024357367,27,57,30,38,52,35,55,72,39,32,52,98,61,93,50,52,51,58,47,67
CAMNT_0024357455,48,47,31,49,31,37,37,45,37,29,31,55,32,66,71,31,55,45,65,36
CAMNT_0024357807,11,15,18,16,12,12,17,27,15,22,12,30,23,24,25,12,18,19,24,12
CAMNT_0024357913,8,12,13,18,16,6,3,25,4,24,16,10,3,22,19,16,4,5,18,13
CAMNT_0024358081,25,9,16,15,13,33,11,22,10,18,13,10,12,12,8,13,15,30,11,4
CAMNT_0024358225,6,22,11,15,6,5,12,13,4,11,6,6,9,12,22,6,3,8,9,12
CAMNT_0024358429,13,19,11,12,18,12,11,12,13,16,18,15,9,10,13,18,10,14,10,9
CAMNT_0024359705,11,18,7,13,13,6,11,13,12,19,13,10,17,10,26,13,18,14,16,7
CAMNT_0024359857,17,21,13,21,25,21,13,17,11,12,25,29,18,20,14,25,14,14,9,8
CAMNT_0024360585,12,12,8,10,8,8,16,10,3,7,8,5,10,2,12,8,12,13,16,4
CAMNT_0024360621,10,25,20,23,19,22,21,27,13,30,19,24,26,30,26,19,27,24,14,17
CAMNT_0024360717,12,15,16,26,27,29,18,22,5,11,27,38,18,17,23,27,29,7,12,20
CAMNT_0024360791,24,21,13,30,37,32,23,28,19,18,37,33,25,23,19,37,24,14,17,15
CAMNT_0024360939,31,16,33,53,52,59,21,20,15,5,52,79,27,10,14,52,34,26,14,11
CAMNT_0024360977,17,21,17,24,20,24,10,38,14,19,20,40,23,34,21,20,17,24,60,18
CAMNT_0024361059,22,29,29,7,10,8,13,2,11,12,10,14,7,1,19,10,15,23,20,8
CAMNT_0024361183,5,12,6,8,12,15,5,9,3,8,12,16,8,6,16,12,8,7,6,13
CAMNT_0024361495,13,12,18,16,15,10,11,18,25,16,15,10,11,14,18,15,15,14,12,15
CAMNT_0024361671,8,11,5,11,8,6,6,11,10,12,8,10,12,8,16,8,11,15,13,18
CAMNT_0024361855,7,9,21,16,12,8,12,10,12,10,12,11,11,12,19,12,17,13,7,10
CAMNT_0024362039,7,2,3,19,6,11,12,9,10,6,6,25,13,4,10,6,12,7,10,13
CAMNT_0024362193,7,12,11,7,11,11,4,16,10,1,11,24,15,4,4,11,14,9,12,10
CAMNT_0024362575,14,19,7,9,6,16,6,15,9,29,6,6,7,6,4,6,7,9,4,9
CAMNT_0024363069,13,23,15,19,14,9,15,13,17,20,14,17,9,11,24,14,15,14,22,19
CAMNT_0024363083,14,32,22,51,31,14,12,27,20,34,31,11,24,19,24,31,20,9,17,12
CAMNT_0024363095,32,21,30,24,17,23,13,25,27,23,17,16,26,29,39,17,26,25,21,19
CAMNT_0024363105,12,39,14,18,2,2,10,32,4,14,2,1,18,28,12,2,3,11,16,9
CAMNT_0024363253,12,15,14,12,11,9,7,19,4,15,11,5,16,4,9,11,4,11,3,7
CAMNT_0024363465,26,23,16,38,45,65,23,34,14,16,45,81,18,24,27,45,33,32,18,29
CAMNT_0024363507,36,81,82,95,47,11,25,59,52,126,47,18,37,47,70,47,24,28,82,68
CAMNT_0024363613,3,9,8,18,7,12,9,9,10,12,7,13,9,20,5,7,7,13,4,4
CAMNT_0024363823,25,13,9,12,15,18,6,21,7,8,15,27,24,21,11,15,13,19,11,12
CAMNT_0024363867,26,35,32,43,43,30,33,39,22,30,43,44,42,34,30,43,31,49,30,17
CAMNT_0024363909,5,13,10,20,5,8,8,16,4,19,5,14,2,9,21,5,14,6,12,8
CAMNT_0024364213,15,22,24,37,29,2,12,14,16,24,29,13,3,11,26,29,10,13,9,19
CAMNT_0024364561,29,28,13,26,32,22,23,26,20,32,32,34,20,18,31,32,28,25,13,7
CAMNT_0024364637,8,15,3,11,13,15,9,9,2,8,13,28,7,9,5,13,9,6,10,4
CAMNT_0024364683,15,13,15,20,17,14,19,26,12,21,17,30,18,7,24,17,10,13,19,12
CAMNT_0024365189,30,40,26,44,30,30,28,42,23,40,30,52,43,38,55,30,73,57,31,49
CAMNT_0024365225,16,17,10,16,13,10,8,8,8,9,13,15,13,27,18,13,13,9,13,20
CAMNT_0024365301,14,11,15,9,13,8,4,10,9,10,13,8,6,9,11,13,11,10,14,6
CAMNT_0024365499,33,50,53,37,46,31,34,43,20,33,46,40,35,42,38,46,35,29,42,23
CAMNT_0024365823,7,8,9,13,11,11,7,4,11,33,11,10,4,10,40,11,5,1,7,18
CAMNT_0024366435,13,24,13,9,9,8,15,10,10,10,9,11,18,9,16,9,6,20,12,10
CAMNT_0024366437,10,9,8,20,22,9,8,18,9,2,22,22,11,6,3,22,13,10,6,6
CAMNT_0024366471,10,28,19,21,10,16,12,22,12,24,10,17,24,11,20,10,33,20,27,20
CAMNT_0024366693,12,15,20,13,11,9,9,10,5,22,11,27,10,19,10,11,10,20,12,8
CAMNT_0024366701,9,28,11,37,19,16,14,11,9,24,19,18,14,20,30,19,24,16,13,11
CAMNT_0024366859,8,25,18,13,11,12,8,12,20,16,11,16,10,17,11,11,15,17,14,8
CAMNT_0024366937,3,25,19,8,5,3,15,26,11,15,5,4,7,16,16,5,2,5,7,15
CAMNT_0024367025,48,30,26,51,51,51,23,41,36,12,51,37,51,59,46,51,36,45,22,31
CAMNT_0024367081,329,407,378,427,325,421,332,424,301,365,325,495,356,402,347,325,398,402,383,313
CAMNT_0024367137,2,11,13,50,24,4,4,13,13,18,24,4,4,13,13,24,3,5,8,15
CAMNT_0024367361,8,22,25,16,19,10,13,22,8,29,19,14,10,21,30,19,11,17,23,25
CAMNT_0024367493,17,19,11,14,9,15,4,4,8,13,9,14,9,5,9,9,9,13,4,6
CAMNT_0024367571,8,4,9,20,10,10,7,17,9,11,10,27,9,6,12,10,6,12,8,11
CAMNT_0024367633,9,14,17,25,16,10,14,14,9,29,16,20,26,16,20,16,17,22,22,20
CAMNT_0024367807,41,33,23,56,44,52,33,40,21,16,44,39,35,28,30,44,41,33,26,22
CAMNT_0024368255,9,12,10,11,8,11,12,4,8,7,8,17,11,20,12,8,24,12,7,3
CAMNT_0024368819,10,12,7,7,10,14,13,11,9,15,10,5,7,10,12,10,10,11,7,5
CAMNT_0024369013,32,19,8,26,31,30,19,15,18,7,31,40,27,15,12,31,40,26,17,4
CAMNT_0024369295,20,22,26,26,16,18,20,16,20,26,16,37,14,29,31,16,15,11,19,10
CAMNT_0024369641,13,17,13,4,13,9,7,14,9,1,13,25,23,9,11,13,14,13,14,10
CAMNT_0024369825,12,8,14,6,10,10,9,16,12,9,10,8,10,7,20,10,13,11,14,10
CAMNT_0024370187,4,45,25,24,3,8,15,53,12,20,3,7,3,41,37,3,6,8,21,16
CAMNT_0024370649,16,19,6,12,8,6,8,15,7,10,8,5,5,13,7,8,13,2,11,7
CAMNT_0024371353,11,18,11,8,8,4,16,11,3,15,8,22,14,12,11,8,16,12,15,6
CAMNT_0024371373,29,22,32,49,44,41,24,30,20,32,44,77,21,32,36,44,24,27,26,31
CAMNT_0024371661,38,64,42,52,43,23,45,39,50,35,43,61,64,118,24,43,34,41,61,53
CAMNT_0024372055,14,18,12,11,3,7,14,17,1,11,3,15,8,7,8,3,16,14,11,14
CAMNT_0024373317,42,53,31,83,44,64,39,36,18,29,44,88,43,30,33,44,35,46,43,31
CAMNT_0024373347,10,6,9,18,10,10,10,7,5,11,10,9,9,8,10,10,8,7,7,11
CAMNT_0024373449,8,12,9,17,9,10,12,17,10,13,9,10,7,8,12,9,11,9,15,2
CAMNT_0024373793,22,29,12,33,24,54,9,63,11,17,24,28,21,36,23,24,17,37,24,9
CAMNT_0024373829,11,8,10,10,10,7,5,19,9,20,10,10,9,10,18,10,5,9,5,8
CAMNT_0024373877,15,17,22,14,12,9,9,13,5,18,12,29,18,23,19,12,14,16,23,5
CAMNT_0024373993,8,11,10,11,10,17,6,21,2,25,10,24,13,13,15,10,11,12,7,6
CAMNT_0024374261,4,17,8,15,9,4,10,10,7,10,9,12,10,10,7,9,15,8,11,5
CAMNT_0024374487,7,10,3,14,8,13,8,8,6,18,8,14,9,9,12,8,5,13,4,11
CAMNT_0024374665,14,38,29,50,20,10,19,18,11,26,20,5,12,13,32,20,11,4,14,17
CAMNT_0024374903,18,9,4,5,11,6,12,9,7,12,11,17,9,7,14,11,17,10,11,11
CAMNT_0024375287,12,27,14,10,21,13,14,27,11,34,21,21,10,21,32,21,5,17,26,27
CAMNT_0024375629,15,39,29,24,4,8,19,48,7,25,4,17,22,30,27,4,8,25,30,14
CAMNT_0024375661,17,30,14,21,14,15,10,14,15,18,14,16,13,10,19,14,21,17,19,15
CAMNT_0024375713,1,10,30,61,38,4,5,22,32,61,38,3,8,6,84,38,0,4,17,43
CAMNT_0024376181,21,9,11,14,10,14,15,8,8,10,10,14,8,7,8,10,9,10,7,4
CAMNT_0024376625,15,18,12,19,12,15,5,13,3,4,12,17,5,4,5,12,11,7,7,1
CAMNT_0024376757,73,52,28,113,58,68,42,55,40,51,58,122,75,35,56,58,62,67,41,52
CAMNT_0024376971,17,16,6,9,13,13,12,13,1,12,13,18,14,8,5,13,8,14,16,11
CAMNT_0024377199,42,33,6,13,22,84,35,25,7,3,22,69,27,10,4,22,41,31,10,0
CAMNT_0024377421,9,13,12,8,8,6,9,16,8,14,8,6,3,17,12,8,10,8,20,16
CAMNT_0024377627,25,23,11,39,43,55,17,28,26,18,43,37,36,37,16,43,27,21,14,6
CAMNT_0024378103,9,12,2,9,9,8,14,10,12,9,9,10,16,6,10,9,3,10,14,6
CAMNT_0024378955,5,14,11,13,8,12,9,15,8,17,8,18,4,8,3,8,10,11,8,8
CAMNT_0024379153,6,25,8,19,9,14,2,11,2,17,9,13,11,11,11,9,17,10,10,5
CAMNT_0024379343,17,13,14,9,10,13,8,22,10,7,10,10,6,9,7,10,13,12,4,6
CAMNT_0024379359,20,5,11,6,9,3,15,6,9,4,9,7,6,5,25,9,8,11,12,3
CAMNT_0024379391,8,8,5,17,7,12,14,22,4,7,7,10,1,7,8,7,8,12,13,8
CAMNT_0024379433,29,46,35,35,47,17,39,31,45,19,47,44,46,37,30,47,29,31,22,37
CAMNT_0024379773,15,26,11,11,14,6,10,23,9,20,14,11,7,19,13,14,18,24,7,20
CAMNT_0024380501,8,12,8,6,9,3,9,13,7,15,9,13,6,13,7,9,17,18,5,13
CAMNT_0024380803,15,20,12,13,8,12,22,14,3,12,8,23,9,9,14,8,15,8,4,15
CAMNT_0024381043,16,8,25,16,15,13,26,18,16,14,15,17,25,10,19,15,32,21,26,21
CAMNT_0024381143,22,21,8,32,38,11,20,11,13,16,38,7,1,7,0,38,0,3,3,2
CAMNT_0024381305,10,23,31,64,35,11,11,26,22,38,35,15,24,15,66,35,5,18,21,33
CAMNT_0024381543,9,16,40,16,5,11,15,15,4,22,5,14,5,13,29,5,10,7,14,31
CAMNT_0024382099,46,45,38,47,47,75,50,38,46,57,47,61,46,38,57,47,58,68,55,30
CAMNT_0024382221,19,20,20,20,17,14,8,29,13,12,17,9,8,17,23,17,15,9,11,17
CAMNT_0024382457,8,21,20,17,15,15,18,23,3,20,15,20,8,8,19,15,22,16,20,6
CAMNT_0024382795,88,156,160,165,135,109,114,163,64,142,135,153,78,158,179,135,99,110,132,132
CAMNT_0024383045,8,14,25,19,10,12,8,12,6,37,10,14,10,21,43,10,19,12,20,17
CAMNT_0024383307,40,62,31,91,89,99,82,93,29,53,89,105,55,140,183,89,100,51,62,61
CAMNT_0024383375,10,7,9,15,16,7,3,11,5,8,16,12,2,20,5,16,7,6,4,9
CAMNT_0024383403,10,15,14,7,12,12,9,12,2,11,12,7,2,28,9,12,12,17,12,11
CAMNT_0024383629,5,12,8,15,15,21,9,17,7,7,15,23,12,14,9,15,16,15,17,9
CAMNT_0024383631,17,23,25,63,48,10,20,13,35,22,48,31,22,5,22,48,15,21,15,13
CAMNT_0024383793,47,36,40,68,65,34,24,40,40,36,65,36,13,37,37,65,31,30,37,25
CAMNT_0024384353,3,8,17,29,21,2,3,2,12,6,21,1,3,1,6,21,2,5,8,9
CAMNT_0024384771,18,16,6,10,11,9,11,12,8,7,11,11,17,9,7,11,4,8,10,6
CAMNT_0024384809,9,9,6,21,24,20,11,14,17,10,24,46,36,20,12,24,24,15,19,5
CAMNT_0024384869,9,15,5,14,9,2,3,9,5,21,9,9,5,12,14,9,8,4,13,7
CAMNT_0024385059,19,29,23,22,24,17,10,11,20,26,24,12,15,11,38,24,10,21,14,13
CAMNT_0024385061,9,7,22,13,7,9,19,11,5,5,7,22,6,7,7,7,9,15,5,6
CAMNT_0024385067,12,19,9,12,12,17,9,3,1,16,12,14,7,6,8,12,15,6,7,4
CAMNT_0024385089,12,14,6,19,12,10,5,7,5,14,12,21,6,10,14,12,3,10,5,14
CAMNT_0024385117,21,20,11,20,11,6,7,27,9,13,11,29,14,4,13,11,17,26,19,26
CAMNT_0024385145,55,44,34,119,84,41,23,41,49,51,84,68,92,51,75,84,35,33,54,41
CAMNT_0024385159,16,42,96,105,102,10,21,37,70,133,102,29,34,49,139,102,46,26,25,78
CAMNT_0024385163,29,52,47,38,49,40,50,35,23,44,49,55,32,29,39,49,43,32,44,28
CAMNT_0024385187,26,20,11,12,17,12,18,7,9,12,17,14,18,16,20,17,19,13,18,22
CAMNT_0024385191,7,9,1,15,13,11,14,10,11,14,13,13,9,9,10,13,10,13,7,6
CAMNT_0024385203,9,8,8,12,9,10,7,9,8,14,9,9,11,17,14,9,26,14,15,18
CAMNT_0024385275,11,14,22,10,10,10,13,23,6,26,10,20,23,29,38,10,20,10,24,24
CAMNT_0024385351,9,15,11,12,17,17,9,6,5,5,17,10,18,11,5,17,5,13,6,3
CAMNT_0024385357,8,16,34,29,12,4,10,19,16,40,12,7,19,11,40,12,18,11,10,18
CAMNT_0024385359,19,16,15,23,23,12,12,13,13,13,23,15,6,9,11,23,20,7,20,12
CAMNT_0024385441,5,14,9,10,5,4,14,9,10,7,5,16,7,12,8,5,12,14,9,10
CAMNT_0024385451,15,70,114,93,9,10,9,90,26,158,9,14,8,57,134,9,8,15,44,85
CAMNT_0024385549,16,21,0,14,7,6,11,24,12,7,7,9,8,15,7,7,16,3,13,4
CAMNT_0024385633,26,31,29,27,17,20,27,24,18,26,17,17,13,6,21,17,17,26,15,15
CAMNT_0024385655,19,24,27,10,8,6,4,3,6,4,8,14,15,4,7,8,3,8,10,3
CAMNT_0024385771,9,12,10,14,10,14,4,10,2,12,10,8,6,10,8,10,7,11,11,13
CAMNT_0024385813,8,12,10,12,10,7,3,12,4,10,10,17,5,9,15,10,14,14,13,8
CAMNT_0024385867,10,24,15,14,14,6,9,11,19,11,14,13,5,10,9,14,3,13,12,4
CAMNT_0024385893,17,20,25,36,35,32,3,19,21,19,35,32,13,12,27,35,17,20,15,14
CAMNT_0024386009,14,21,12,26,25,25,24,21,11,22,25,29,22,24,25,25,13,17,21,8
CAMNT_0024386039,8,10,10,24,18,16,3,4,10,12,18,19,11,20,20,18,13,13,19,3
CAMNT_0024386105,13,17,13,11,15,14,8,11,6,10,15,17,20,15,38,15,5,12,9,7
CAMNT_0024386113,86,114,55,114,125,133,57,105,61,77,125,183,311,84,111,125,79,98,77,50
CAMNT_0024386171,28,27,29,20,13,18,18,27,11,24,13,22,24,24,23,13,11,31,30,8
CAMNT_0024386217,12,24,15,59,24,21,42,31,21,17,24,21,22,18,26,24,11,26,31,18
CAMNT_0024386219,6,19,14,5,11,7,5,8,2,6,11,5,7,6,11,11,10,17,8,4
CAMNT_0024386263,29,26,19,26,21,32,24,40,8,31,21,33,18,15,7,21,37,25,21,4
CAMNT_0024386281,8,37,16,25,4,8,8,43,2,18,4,7,8,30,22,4,5,8,17,14
CAMNT_0024386369,23,16,20,25,19,33,18,10,11,16,19,37,17,19,19,19,21,23,18,15
CAMNT_0024386397,37,21,26,48,53,65,55,42,13,46,53,62,34,65,49,53,40,48,54,27
CAMNT_0024386463,23,15,16,11,15,26,10,16,8,14,15,30,24,16,13,15,21,19,17,7
CAMNT_0024386523,9,15,11,3,11,5,6,12,7,7,11,26,10,5,12,11,12,10,8,4
CAMNT_0024386589,37,54,32,31,14,35,17,30,22,34,14,32,20,19,22,14,18,27,18,14
CAMNT_0024386739,14,29,7,19,9,17,11,17,8,8,9,17,4,8,11,9,14,25,7,7
CAMNT_0024386763,19,19,16,19,22,21,10,34,13,31,22,32,12,20,23,22,14,30,18,20
CAMNT_0024386801,3,75,5,3,6,13,2,2,22,26,6,96,42,3,33,6,26,85,45,15
CAMNT_0024386947,157,294,117,110,86,103,142,181,52,124,86,111,93,101,88,86,144,113,66,78
CAMNT_0024386967,13,7,10,12,10,6,4,10,7,9,10,10,9,3,6,10,10,9,12,12
CAMNT_0024387003,26,43,52,34,39,31,39,28,33,40,39,34,19,35,32,39,27,19,32,20
CAMNT_0024387013,10,12,11,3,7,9,8,7,9,5,7,14,13,16,13,7,7,10,15,5
CAMNT_0024387055,10,16,10,19,15,12,5,8,10,15,15,7,14,6,9,15,7,13,8,7
CAMNT_0024387061,20,20,17,17,9,8,7,24,5,5,9,22,19,13,13,9,15,11,8,10
CAMNT_0024387079,10,10,23,17,12,6,3,14,3,15,12,13,10,11,19,12,11,8,5,16
CAMNT_0024387095,9,26,18,26,20,11,8,16,10,42,20,28,21,15,22,20,13,10,11,12
CAMNT_0024387103,40,79,51,44,49,59,44,87,26,78,49,82,35,43,48,49,62,66,43,30
CAMNT_0024387317,8,18,9,4,13,9,12,4,5,15,13,19,12,18,16,13,14,4,20,9
CAMNT_0024387383,18,21,21,19,14,13,10,11,14,19,14,18,13,20,7,14,10,21,17,17
CAMNT_0024387385,25,37,41,48,15,20,17,35,12,50,15,35,23,36,49,15,18,21,23,24
CAMNT_0024387505,6,18,23,36,30,6,2,24,26,30,30,11,6,25,41,30,3,13,17,17
CAMNT_0024387611,14,16,13,20,9,28,13,13,6,15,9,15,4,16,17,9,19,14,18,8
CAMNT_0024387815,15,10,9,13,14,26,11,9,10,7,14,31,5,13,8,14,12,8,13,3
CAMNT_0024387829,10,9,18,18,8,3,7,10,6,6,8,3,9,20,12,8,15,10,9,6
CAMNT_0024387847,10,19,17,13,10,3,6,7,16,10,10,6,16,2,22,10,5,8,3,10
CAMNT_0024388031,35,16,17,36,21,37,29,14,30,28,21,60,19,33,22,21,37,25,16,20
CAMNT_0024388061,24,34,23,35,29,29,17,31,14,8,29,69,17,14,16,29,26,36,16,10
CAMNT_0024388083,8,15,12,10,7,22,10,8,10,5,7,18,11,12,7,7,5,9,8,1
CAMNT_0024388121,8,12,8,19,13,6,3,10,8,20,13,6,6,8,15,13,4,9,14,4
CAMNT_0024388421,20,8,10,12,25,28,8,6,12,9,25,28,23,7,14,25,13,15,7,5
CAMNT_0024388491,16,58,34,65,28,25,25,38,27,44,28,44,38,32,40,28,37,32,38,32
CAMNT_0024388501,18,13,12,18,22,26,21,10,12,24,22,21,19,29,20,22,9,18,12,10
CAMNT_0024388533,9,14,12,17,19,12,13,12,7,5,19,18,6,4,8,19,11,22,6,4
CAMNT_0024388569,2,15,8,13,11,4,5,10,19,9,11,9,13,8,11,11,12,2,11,5
CAMNT_0024388571,10,16,13,11,12,4,8,8,17,16,12,16,17,7,6,12,16,13,17,7
CAMNT_0024388713,14,23,7,10,18,18,10,9,8,18,18,27,9,20,12,18,15,9,10,8
CAMNT_0024388719,22,23,26,40,45,42,20,25,15,30,45,67,22,31,36,45,18,18,26,30
CAMNT_0024388723,19,16,12,32,24,19,9,18,11,10,24,25,17,31,13,24,13,6,12,12
CAMNT_0024388749,5,8,11,11,6,1,20,10,3,12,6,20,6,1,15,6,13,11,17,3
CAMNT_0024388763,80,108,95,99,99,85,72,59,38,100,99,200,100,112,143,99,92,88,80,34
CAMNT_0024388817,16,11,11,22,7,18,8,18,14,16,7,16,10,10,12,7,6,14,12,6
CAMNT_0024388861,25,43,12,29,11,17,23,45,15,24,11,41,32,24,34,11,10,26,23,10
CAMNT_0024388969,13,17,32,15,18,20,21,26,19,30,18,25,26,22,24,18,23,25,25,28
CAMNT_0024389047,12,17,9,22,20,9,10,16,10,10,20,12,7,7,12,20,8,12,12,14
CAMNT_0024389127,8,26,3,12,13,14,13,14,20,13,13,20,9,19,16,13,16,21,25,11
