CAMNT,sm001,sm002,sm003,sm004,sm005,sm008,sm009,sm010,sm011,sm012,sm013,sm016,sm017,sm018,sm019,sm020,sm024,sm025,sm026,sm027
CAMNT_0024340015,10,8,15,8,12,7,16,14,4,12,12,10,5,13,15,12,12,14,11,12
CAMNT_0024340057,25,15,12,15,20,19,20,24,22,19,20,51,20,20,17,20,26,31,28,9
CAMNT_0024340083,25,24,16,30,30,17,9,9,17,18,30,27,23,29,31,30,24,26,23,12
CAMNT_0024340091,19,12,5,18,14,11,12,18,10,13,14,29,17,22,16,14,20,9,16,10
CAMNT_0024340127,10,29,14,13,3,0,0,19,11,25,3,2,7,22,18,3,0,1,18,7
CAMNT_0024340139,17,16,14,23,16,10,8,9,17,10,16,20,14,6,17,16,16,21,15,13
CAMNT_0024340153,15,24,14,18,14,16,5,13,18,16,14,13,14,13,24,14,19,20,14,12
CAMNT_0024340163,6,18,11,14,14,5,7,13,6,15,14,14,15,4,12,14,8,9,7,13
CAMNT_0024340209,18,22,19,9,14,12,8,18,9,5,14,26,26,10,15,14,18,17,17,9
CAMNT_0024340223,7,11,13,17,16,21,11,17,9,22,16,26,19,35,21,16,30,35,22,24
CAMNT_0024340239,34,40,62,33,26,18,18,40,27,21,26,37,34,37,58,26,32,28,34,26
CAMNT_0024340241,14,15,6,11,12,5,16,19,9,6,12,8,8,8,9,12,12,10,9,12
CAMNT_0024340249,33,48,33,56,38,45,39,52,31,60,38,111,56,45,91,38,32,47,31,31
CAMNT_0024340259,4,12,20,19,10,12,5,6,15,21,10,11,13,13,17,10,5,6,9,14
CAMNT_0024340263,12,11,7,15,14,11,9,6,4,6,14,17,9,3,7,14,8,10,9,7
CAMNT_0024340273,39,36,29,40,28,40,14,26,26,26,28,23,20,32,25,28,28,29,16,27
CAMNT_0024340301,11,5,10,11,20,15,12,5,6,7,20,28,14,11,7,20,4,11,7,5
CAMNT_0024340329,3,13,8,13,7,15,4,15,7,10,7,14,11,5,21,7,7,8,7,8
CAMNT_0024340373,15,10,11,16,12,13,5,15,4,10,12,15,20,18,11,12,11,21,10,14
CAMNT_0024340393,16,19,9,24,19,13,4,9,12,13,19,19,11,8,20,19,5,16,10,8
CAMNT_0024340469,13,19,11,13,16,14,9,10,13,9,16,17,17,19,46,16,7,12,11,7
CAMNT_0024340493,41,39,47,56,50,69,55,55,20,51,50,85,53,41,64,50,43,68,48,36
CAMNT_0024340507,17,24,8,22,32,23,25,28,17,7,32,27,14,15,11,32,21,15,6,13
CAMNT_0024340547,16,62,43,70,31,33,36,35,28,48,31,51,32,21,52,31,39,31,48,22
CAMNT_0024340553,21,28,9,16,14,17,9,6,15,24,14,17,21,14,24,14,16,5,17,7
CAMNT_0024340559,11,29,130,210,145,16,12,58,119,173,145,34,23,16,228,145,29,18,23,96
CAMNT_0024340591,16,28,10,17,14,26,9,15,17,20,14,33,18,7,17,14,19,24,13,27
CAMNT_0024340595,13,13,14,17,11,14,14,20,16,8,11,9,14,17,22,11,18,18,19,8
CAMNT_0024340647,6,7,11,14,13,24,6,11,10,16,13,36,21,18,13,13,12,6,3,9
CAMNT_0024340661,30,40,32,42,33,32,42,25,33,33,33,54,38,36,28,33,23,34,37,12
CAMNT_0024340681,58,44,37,39,30,118,78,56,27,21,30,183,89,45,36,30,69,84,70,31
CAMNT_0024340687,10,15,8,8,7,14,11,14,8,16,7,7,8,15,10,7,9,14,12,3
CAMNT_0024340761,9,11,22,8,13,16,10,15,6,13,13,30,16,6,13,13,5,10,16,11
CAMNT_0024340783,16,14,24,23,17,23,18,21,7,16,17,25,20,26,16,17,20,25,9,14
CAMNT_0024340807,13,29,23,35,13,24,15,37,23,24,13,29,11,16,24,13,25,22,12,15
CAMNT_0024340819,35,51,52,35,34,51,41,46,33,44,34,52,47,61,69,34,68,55,64,35
CAMNT_0024340853,16,16,22,29,14,11,19,22,9,21,14,26,15,6,9,14,9,15,12,13
CAMNT_0024340869,14,5,16,12,17,8,8,12,8,11,17,8,11,14,9,17,21,11,14,7
CAMNT_0024340881,24,67,59,53,42,38,24,45,38,42,42,45,50,44,57,42,46,44,35,29
CAMNT_0024340889,12,10,8,15,12,18,5,12,7,10,12,14,6,6,6,12,9,10,7,4
CAMNT_0024340937,2,4,4,2,22,81,12,7,4,4,22,92,11,5,3,22,64,8,2,2
CAMNT_0024340939,10,11,6,3,9,5,3,13,10,12,9,20,12,4,15,9,7,15,4,10
CAMNT_0024340963,16,13,8,20,12,10,10,19,10,20,12,17,10,11,14,12,11,10,16,12
CAMNT_0024340981,13,18,7,18,36,7,7,8,18,12,36,23,17,5,15,36,14,7,7,3
CAMNT_0024340995,10,16,11,11,9,5,11,13,17,7,9,16,10,7,11,9,12,6,10,8
CAMNT_0024341005,5,7,17,10,9,30,12,13,13,9,9,32,2,9,7,9,13,11,10,10
CAMNT_0024341011,22,18,15,16,9,15,11,11,6,6,9,17,12,13,16,9,16,11,23,10
CAMNT_0024341019,25,26,29,33,21,32,13,46,13,25,21,43,29,13,29,21,23,27,29,21
CAMNT_0024341067,6,16,9,15,12,7,11,8,5,9,12,20,6,7,7,12,9,11,6,5
CAMNT_0024341085,14,25,12,21,11,11,17,22,13,25,11,31,13,20,18,11,9,10,19,8
CAMNT_0024341139,43,144,147,135,23,35,43,144,64,205,23,67,68,144,157,23,48,60,108,78
CAMNT_0024341177,12,22,8,21,9,10,8,9,15,13,9,14,9,8,17,9,5,10,9,11
CAMNT_0024341179,48,42,65,53,42,32,41,52,34,48,42,61,35,58,63,42,59,51,65,46
CAMNT_0024341181,10,17,4,8,11,8,5,10,14,17,11,9,6,5,9,11,5,10,9,8
CAMNT_0024341183,14,18,11,35,27,36,15,11,13,10,27,33,21,10,11,27,10,16,12,16
CAMNT_0024341189,17,33,14,24,9,16,7,21,25,10,9,25,13,11,24,9,11,10,14,5
CAMNT_0024341235,9,29,5,19,10,10,5,14,9,4,10,5,8,11,7,10,6,8,14,6
CAMNT_0024341251,17,11,12,16,8,13,8,8,10,9,8,17,5,10,15,8,16,13,14,15
CAMNT_0024341271,19,20,15,25,16,21,9,26,12,15,16,34,17,24,17,16,27,8,16,11
CAMNT_0024341273,29,10,21,20,17,11,18,26,6,13,17,17,14,36,20,17,26,12,13,18
CAMNT_0024341299,11,32,44,30,5,19,6,19,20,58,5,37,17,21,57,5,23,9,24,52
CAMNT_0024341313,18,16,5,14,11,13,8,21,8,11,11,20,17,5,22,11,18,20,18,8
CAMNT_0024341327,16,40,293,387,406,47,12,60,202,414,406,71,29,46,428,406,57,46,46,243
CAMNT_0024341377,4,18,34,45,25,3,4,33,28,50,25,4,2,18,50,25,4,5,18,31
CAMNT_0024341383,38,31,30,18,16,14,13,20,18,18,16,18,17,22,30,16,28,16,21,23
CAMNT_0024341395,19,19,12,25,17,14,8,25,15,12,17,24,24,7,2,17,8,7,7,9
CAMNT_0024341403,9,16,8,16,12,5,6,13,7,10,12,12,5,7,7,12,13,13,7,14
CAMNT_0024341449,17,11,18,26,18,16,15,18,14,23,18,16,16,22,26,18,19,31,14,23
CAMNT_0024341457,21,21,10,7,11,11,9,10,9,7,11,22,9,8,13,11,11,11,3,7
CAMNT_0024341499,16,17,17,12,10,8,2,19,10,11,10,9,7,6,9,10,9,12,14,12
CAMNT_0024341513,18,20,16,28,18,14,5,20,20,20,18,12,15,20,10,18,21,11,22,8
CAMNT_0024341529,7,16,4,13,9,8,6,10,4,10,9,14,8,12,13,9,8,5,14,10
CAMNT_0024341537,15,10,16,17,14,14,16,26,8,19,14,30,18,16,19,14,32,25,17,30
CAMNT_0024341547,19,36,27,28,26,26,25,26,14,21,26,25,16,17,31,26,20,18,28,25
CAMNT_0024341549,14,12,9,15,7,7,10,2,7,12,7,19,5,7,15,7,8,7,5,7
CAMNT_0024341567,26,37,18,46,48,54,26,28,14,20,48,83,43,36,30,48,46,22,39,22
CAMNT_0024341575,4,17,18,9,8,6,4,18,6,12,8,9,8,8,12,8,4,9,11,9
CAMNT_0024341607,20,38,38,22,18,11,11,42,16,31,18,14,29,24,25,18,18,17,16,25
CAMNT_0024341625,11,5,6,11,10,16,4,14,9,7,10,22,17,4,9,10,25,7,12,11
CAMNT_0024341649,42,34,10,39,48,39,26,35,25,29,48,58,37,25,19,48,22,24,27,9
CAMNT_0024341659,18,11,14,32,24,16,11,16,15,11,24,24,8,32,23,24,22,25,18,15
CAMNT_0024341661,8,12,6,9,14,25,17,28,9,25,14,19,5,18,22,14,8,17,20,17
CAMNT_0024341741,22,11,6,15,18,9,16,21,5,8,18,19,7,18,13,18,11,11,7,5
CAMNT_0024341753,20,27,14,34,27,25,21,27,16,30,27,33,16,24,37,27,23,21,25,18
CAMNT_0024341755,32,32,31,52,55,75,24,32,17,24,55,55,29,37,33,55,38,37,32,21
CAMNT_0024341759,17,14,5,8,19,22,11,11,11,11,19,21,10,10,12,19,14,13,12,6
CAMNT_0024341855,23,15,6,12,11,17,12,15,6,19,11,21,14,14,12,11,15,4,11,14
CAMNT_0024341865,69,42,29,56,61,66,43,47,43,40,61,91,60,41,62,61,43,56,29,35
CAMNT_0024341891,8,13,16,20,20,23,7,20,10,22,20,24,18,34,23,20,34,31,22,24
CAMNT_0024341893,7,19,16,8,9,15,5,17,6,20,9,11,6,9,18,9,6,5,6,8
CAMNT_0024341917,12,25,11,14,12,16,9,14,20,8,12,8,9,8,12,12,7,17,12,5
CAMNT_0024341979,34,67,54,32,10,8,12,58,24,46,10,16,24,43,57,10,19,27,50,40
CAMNT_0024342001,37,58,37,69,65,55,28,40,24,24,65,71,49,41,43,65,43,35,40,35
CAMNT_0024342017,67,35,36,36,56,55,31,44,29,28,56,74,63,32,71,56,50,37,44,22
CAMNT_0024342019,48,49,83,83,82,83,49,43,35,74,82,104,39,32,90,82,86,52,38,50
CAMNT_0024342037,19,13,18,19,17,13,6,16,10,16,17,18,15,11,16,17,14,18,19,15
CAMNT_0024342045,47,66,18,69,64,58,54,45,37,39,64,85,68,70,48,64,42,34,38,21
CAMNT_0024342049,12,11,14,13,12,13,15,10,19,14,12,21,15,8,18,12,10,17,8,5
CAMNT_0024342051,14,7,15,12,6,6,4,15,14,6,6,15,22,8,8,6,2,9,5,8
CAMNT_0024342075,17,11,7,10,12,14,18,15,11,10,12,15,6,5,8,12,11,10,19,5
CAMNT_0024342085,4,22,17,17,16,16,7,22,8,15,16,17,8,12,14,16,9,13,8,7
CAMNT_0024342165,29,35,44,30,27,34,35,23,23,25,27,22,29,20,33,27,33,27,33,24
CAMNT_0024342193,91,100,76,107,83,86,39,55,45,49,83,129,52,106,44,83,35,67,71,42
CAMNT_0024342315,14,17,12,10,6,5,5,8,5,15,6,6,7,12,8,6,8,14,9,9
CAMNT_0024342377,5,15,6,14,9,13,2,15,10,6,9,11,12,1,13,9,7,13,15,9
CAMNT_0024342389,19,25,10,13,10,19,12,20,6,12,10,21,6,21,10,10,9,8,13,8
CAMNT_0024342519,9,7,17,16,7,7,8,6,7,9,7,12,10,9,7,7,4,11,14,7
CAMNT_0024342527,19,39,43,52,21,19,15,45,15,52,21,38,27,34,57,21,17,20,26,27
CAMNT_0024342529,7,24,12,11,12,14,1,10,2,8,12,14,11,11,7,12,10,16,7,13
CAMNT_0024342575,11,10,6,18,19,13,9,10,11,6,19,11,12,3,13,19,6,14,20,2
CAMNT_0024342593,21,16,8,12,15,30,23,24,16,17,15,24,12,11,11,15,10,26,17,9
CAMNT_0024342693,16,36,21,15,16,15,13,22,16,27,16,20,22,15,10,16,19,17,17,16
CAMNT_0024342745,14,5,10,16,11,13,6,15,21,11,11,19,13,10,13,11,8,17,9,5
CAMNT_0024342763,34,31,23,30,23,35,16,39,16,24,23,26,24,32,25,23,16,25,34,20
CAMNT_0024342831,20,13,17,19,25,38,11,13,13,3,25,33,26,11,11,25,25,15,9,9
CAMNT_0024342849,13,10,10,21,20,19,15,10,7,12,20,21,3,12,26,20,17,12,13,9
CAMNT_0024342857,34,29,16,39,35,30,15,15,17,11,35,28,28,18,22,35,29,22,16,17
CAMNT_0024342865,18,10,8,12,9,9,7,13,4,7,9,19,15,11,8,9,9,11,8,7
CAMNT_0024342875,6,15,14,21,10,5,5,12,7,34,10,11,14,18,28,10,9,3,5,10
CAMNT_0024342885,1,28,35,29,4,0,3,26,15,36,4,2,5,18,42,4,0,5,22,29
CAMNT_0024342949,48,57,58,79,84,88,65,34,48,55,84,93,63,51,75,84,70,69,47,23
CAMNT_0024342951,16,27,17,25,11,11,12,9,11,17,11,21,9,5,7,11,8,12,7,4
CAMNT_0024342985,19,34,18,42,35,24,26,36,15,15,35,39,24,16,19,35,15,21,25,9
CAMNT_0024343049,11,15,6,15,35,8,4,5,16,7,35,23,14,3,12,35,10,8,3,3
CAMNT_0024343101,61,43,49,69,78,51,34,41,49,61,78,71,46,34,80,78,40,45,35,40
CAMNT_0024343129,45,65,32,40,50,56,45,51,26,34,50,58,51,46,52,50,52,47,48,18
CAMNT_0024343139,13,14,10,12,12,26,12,14,10,7,12,10,11,14,11,12,17,13,5,12
CAMNT_0024343161,31,39,18,44,45,40,30,30,12,17,45,53,29,34,24,45,24,26,19,19
CAMNT_0024343209,6,7,3,19,23,15,7,3,5,6,23,15,5,7,5,23,9,5,4,3
CAMNT_0024343221,12,15,9,9,8,11,7,4,13,6,8,6,15,2,11,8,26,11,9,5
CAMNT_0024343237,9,14,6,17,9,16,6,10,5,7,9,21,21,12,9,9,6,8,5,7
CAMNT_0024343399,41,31,21,56,63,38,46,45,31,22,63,75,31,42,28,63,38,31,23,15
CAMNT_0024343413,27,38,6,26,16,17,15,44,12,23,16,26,13,28,16,16,23,5,19,12
CAMNT_0024343467,10,20,7,23,10,8,11,13,7,13,10,18,7,10,18,10,9,17,6,8
CAMNT_0024343517,20,19,8,24,25,16,23,25,8,20,25,27,14,17,10,25,23,27,12,14
CAMNT_0024343535,8,8,25,36,15,5,7,19,1,8,15,1,5,7,24,15,2,5,8,16
CAMNT_0024343553,40,49,20,46,55,37,22,38,14,36,55,77,24,25,37,55,43,51,35,18
CAMNT_0024343555,20,16,9,16,24,25,15,11,6,7,24,34,30,22,17,24,13,17,13,7
CAMNT_0024343559,7,6,12,18,14,6,7,12,15,6,14,14,5,8,13,14,2,6,5,5
CAMNT_0024343621,23,14,15,29,26,23,8,16,21,22,26,41,15,29,21,26,14,25,13,11
CAMNT_0024343645,20,19,22,24,30,23,23,21,24,26,30,19,20,18,16,30,20,26,20,9
CAMNT_0024343659,5,22,10,14,10,4,12,9,4,7,10,11,11,10,5,10,16,6,10,8
CAMNT_0024343675,313,517,313,405,367,418,274,287,232,432,367,506,254,313,358,367,309,314,233,274
CAMNT_0024343691,3,27,18,6,7,7,6,15,2,16,7,8,15,10,3,7,6,9,18,10
CAMNT_0024343695,6,11,2,12,9,11,11,10,11,5,9,22,11,9,10,9,18,16,9,12
CAMNT_0024343745,18,14,3,9,10,29,6,11,7,6,10,30,6,5,6,10,20,18,11,2
CAMNT_0024343747,30,126,123,224,114,30,50,132,79,207,114,38,73,106,189,114,55,58,116,120
CAMNT_0024343823,10,14,7,11,9,8,6,14,4,8,9,10,10,7,9,9,8,15,9,12
CAMNT_0024343873,13,24,14,6,7,14,7,15,6,12,7,17,13,16,13,7,7,10,13,18
CAMNT_0024343899,13,50,41,64,47,8,4,33,27,50,47,11,12,24,41,47,8,10,32,23
CAMNT_0024343901,13,15,20,15,4,5,12,28,6,23,4,10,12,22,33,4,4,10,22,19
CAMNT_0024343943,22,21,25,19,21,28,12,13,12,12,21,45,11,23,20,21,33,16,15,8
CAMNT_0024344121,9,14,12,10,6,14,5,11,7,9,6,14,12,16,20,6,11,4,8,8
CAMNT_0024344125,6,19,33,12,9,9,8,19,14,14,9,4,10,7,15,9,16,9,19,7
CAMNT_0024344135,12,12,9,16,8,17,7,12,11,7,8,18,13,5,15,8,10,24,3,7
CAMNT_0024344181,8,10,7,12,10,9,15,13,7,10,10,15,7,18,6,10,11,7,14,6
CAMNT_0024344233,23,36,14,13,14,18,9,10,29,4,14,24,14,16,18,14,17,26,26,19
CAMNT_0024344263,17,20,8,5,10,23,13,21,5,11,10,17,4,3,6,10,16,11,4,5
CAMNT_0024344281,28,21,21,34,37,27,14,26,15,13,37,34,22,31,17,37,13,24,17,9
CAMNT_0024344311,24,11,18,21,11,1,11,10,13,14,11,6,39,3,11,11,10,10,12,14
CAMNT_0024344383,17,9,12,8,13,10,3,12,14,7,13,20,6,4,9,13,9,11,7,10
CAMNT_0024344397,50,94,52,100,66,74,80,47,35,49,66,129,108,76,95,66,64,66,84,36
CAMNT_0024344403,33,78,78,84,45,11,23,51,49,105,45,18,33,39,69,45,19,25,80,59
CAMNT_0024344463,25,101,141,81,19,21,13,73,28,178,19,15,20,51,130,19,22,27,48,99
CAMNT_0024344529,11,9,13,17,10,12,14,9,14,12,10,5,8,9,14,10,19,8,5,5
CAMNT_0024344573,9,7,8,16,15,12,2,6,4,10,15,16,9,8,5,15,5,9,5,5
CAMNT_0024344597,29,14,20,28,22,47,15,20,18,31,22,52,28,30,17,22,13,25,27,9
CAMNT_0024344619,13,12,9,12,14,9,7,13,6,12,14,14,14,6,11,14,6,24,16,14
CAMNT_0024344679,29,36,27,29,21,33,25,28,13,22,21,21,20,25,25,21,22,24,18,8
CAMNT_0024344695,14,19,12,6,11,10,11,21,10,4,11,17,15,10,15,11,10,13,14,8
CAMNT_0024344747,71,86,41,85,92,97,51,86,55,70,92,153,307,64,84,92,55,81,56,45
CAMNT_0024344777,7,5,5,31,25,14,9,6,17,13,25,36,21,4,19,25,6,27,23,15
CAMNT_0024344783,7,18,24,37,23,1,8,12,15,20,23,10,14,11,9,23,3,7,11,18
CAMNT_0024344857,17,13,4,10,7,9,12,5,5,4,7,12,12,18,10,7,7,13,4,4
CAMNT_0024344863,50,60,57,77,61,52,44,52,24,53,61,71,58,93,78,61,59,60,58,37
CAMNT_0024344895,12,23,39,35,21,28,14,18,12,8,21,41,33,31,26,21,14,14,12,10
CAMNT_0024344907,21,19,16,14,10,13,9,13,8,14,10,14,26,12,13,10,20,13,16,13
CAMNT_0024344921,13,31,24,52,35,24,14,24,23,26,35,50,21,16,28,35,13,17,22,14
CAMNT_0024344929,13,7,11,12,8,23,16,7,7,8,8,29,18,6,13,8,22,24,8,15
CAMNT_0024344959,8,12,14,12,6,5,3,11,4,16,6,8,6,11,15,6,10,14,7,10
CAMNT_0024344973,57,159,82,91,33,25,56,138,48,91,33,10,69,84,91,33,19,52,108,59
CAMNT_0024344977,22,15,6,16,9,17,13,21,11,6,9,13,16,20,16,9,16,10,19,12
CAMNT_0024345009,498,489,500,728,578,516,405,518,441,478,578,1146,695,398,565,578,344,547,339,446
CAMNT_0024345051,169,197,126,262,229,309,197,220,121,167,229,312,235,202,201,229,204,278,172,118
CAMNT_0024345057,18,16,20,13,12,9,17,11,14,16,12,30,13,19,29,12,20,20,18,13
CAMNT_0024345069,21,19,14,23,10,20,14,12,14,21,10,24,11,16,18,10,25,20,9,15
CAMNT_0024345107,10,25,10,4,8,8,11,12,7,7,8,26,17,7,13,8,16,6,8,13
CAMNT_0024345111,11,9,15,8,8,11,19,15,8,12,8,8,8,10,7,8,6,9,17,9
CAMNT_0024345191,12,19,6,11,7,10,17,11,6,13,7,18,9,10,4,7,14,9,11,7
CAMNT_0024345271,14,33,26,18,14,9,8,27,5,24,14,34,11,9,21,14,20,20,14,11
CAMNT_0024345291,8,8,7,8,13,11,8,18,7,15,13,20,18,7,13,13,8,11,15,6
CAMNT_0024345305,13,13,12,20,12,8,11,13,5,14,12,12,6,8,7,12,11,10,15,16
CAMNT_0024345399,10,18,7,16,10,8,5,10,4,16,10,13,8,10,8,10,12,8,10,5
CAMNT_0024345441,17,14,7,19,15,7,8,10,4,17,15,15,8,7,15,15,10,8,6,1
CAMNT_0024345521,3,39,29,31,7,2,0,69,11,23,7,2,1,44,20,7,3,4,30,15
CAMNT_0024345599,10,11,10,9,7,12,13,14,8,11,7,12,11,9,16,7,10,11,14,9
CAMNT_0024345605,13,18,10,7,13,13,11,16,8,19,13,32,20,16,18,13,25,16,12,21
CAMNT_0024345695,2,8,11,15,9,17,18,12,3,4,9,8,7,5,9,9,4,20,13,14
CAMNT_0024345741,13,13,7,13,12,7,9,16,3,10,12,12,16,12,10,12,8,9,8,8
CAMNT_0024345771,70,102,92,77,67,84,50,89,61,64,67,89,41,64,60,67,43,60,40,28
CAMNT_0024345825,4,13,13,10,16,7,7,6,3,17,16,4,8,7,9,16,6,13,8,9
CAMNT_0024345843,78,67,34,82,87,66,51,71,32,44,87,71,53,36,44,87,40,41,24,50
CAMNT_0024345859,83,84,74,105,83,163,63,144,73,77,83,124,96,112,79,83,80,152,72,60
CAMNT_0024345897,11,16,23,16,10,13,11,12,7,11,10,14,15,8,19,10,5,18,7,14
CAMNT_0024345909,12,16,11,16,14,16,13,22,15,18,14,24,26,9,7,14,21,17,32,13
CAMNT_0024345937,40,56,27,70,34,73,46,49,24,38,34,85,73,38,66,34,60,48,55,13
CAMNT_0024346037,16,25,21,13,14,16,10,11,14,14,14,15,25,9,15,14,23,16,29,13
CAMNT_0024346087,19,21,7,18,18,15,16,20,16,23,18,32,18,12,9,18,12,12,19,12
CAMNT_0024346097,58,84,72,81,65,55,49,78,64,73,65,69,55,79,97,65,62,72,103,67
CAMNT_0024346221,36,21,29,47,56,66,55,43,15,38,56,72,32,66,52,56,41,47,54,24
CAMNT_0024346257,74,89,53,81,55,45,29,79,31,37,55,56,35,52,64,55,29,48,53,34
CAMNT_0024346297,5,10,21,37,26,8,10,18,13,27,26,13,6,5,22,26,3,2,20,16
CAMNT_0024346311,18,24,62,23,28,13,9,15,31,91,28,22,12,22,89,28,23,17,9,48
CAMNT_0024346345,22,22,8,28,23,18,17,25,9,14,23,23,23,27,18,23,18,12,18,12
CAMNT_0024346371,7,14,16,15,5,2,6,19,5,26,5,1,5,9,16,5,7,4,6,5
CAMNT_0024346383,7,14,13,22,12,12,6,12,15,13,12,20,19,18,5,12,15,11,8,11
CAMNT_0024346459,13,21,12,9,22,19,19,21,12,16,22,33,16,9,17,22,16,18,11,10
CAMNT_0024346465,7,20,9,16,14,6,7,11,1,14,14,14,14,2,9,14,11,12,8,11
CAMNT_0024346505,11,39,34,35,10,7,5,34,16,58,10,5,6,23,44,10,4,6,28,33
CAMNT_0024346567,13,23,30,66,36,11,14,27,21,40,36,14,19,17,65,36,5,18,27,31
CAMNT_0024346577,13,12,9,16,34,11,11,10,9,30,34,8,6,11,9,34,11,6,6,9
CAMNT_0024346617,16,23,24,18,14,7,16,12,20,14,14,14,19,7,14,14,26,23,13,13
CAMNT_0024346619,10,11,6,9,11,16,13,11,4,6,11,16,10,14,3,11,15,4,4,6
CAMNT_0024346709,4,9,14,22,12,16,7,9,20,10,12,17,13,15,12,12,22,10,14,4
CAMNT_0024346757,6,19,5,12,16,12,7,13,4,10,16,12,17,9,13,16,20,22,14,10
CAMNT_0024346773,15,13,13,18,20,31,20,30,12,7,20,21,22,8,20,20,16,18,22,8
CAMNT_0024346803,8,12,16,17,12,9,12,11,14,14,12,18,19,12,21,12,22,16,17,16
CAMNT_0024347115,22,20,10,17,13,20,19,17,12,11,13,14,10,9,7,13,12,11,16,10
CAMNT_0024347173,8,20,9,21,8,6,9,14,3,8,8,10,7,19,8,8,5,7,13,2
CAMNT_0024347447,9,23,20,21,18,33,15,21,20,17,18,35,21,13,15,18,29,25,22,21
CAMNT_0024347517,24,17,14,18,19,12,7,16,13,12,19,26,6,24,13,19,13,12,11,7
CAMNT_0024347645,9,22,12,36,16,16,12,9,21,23,16,27,20,12,15,16,9,6,9,11
CAMNT_0024347687,14,35,9,18,9,9,11,15,12,10,9,13,11,5,15,9,16,9,7,7
CAMNT_0024347701,7,37,19,20,4,9,8,43,10,13,4,7,5,37,31,4,4,7,21,10
CAMNT_0024347789,11,9,21,15,11,16,11,18,6,14,11,20,16,6,13,11,13,30,15,12
CAMNT_0024347797,18,19,12,20,13,13,4,11,9,21,13,6,12,15,10,13,25,14,13,13
CAMNT_0024347933,45,13,35,45,20,33,14,38,19,33,20,22,8,11,41,20,23,27,17,26
CAMNT_0024347939,33,44,38,39,35,26,26,50,30,46,35,54,52,59,55,35,37,40,45,27
CAMNT_0024347947,3,9,31,11,1,4,2,18,5,52,1,3,5,13,85,1,0,2,8,22
CAMNT_0024348359,9,12,13,22,9,18,7,20,4,13,9,12,9,8,13,9,3,5,15,14
CAMNT_0024348383,11,8,5,12,8,12,12,7,9,8,8,12,14,4,14,8,14,8,14,13
CAMNT_0024348395,7,20,13,14,20,12,14,13,11,12,20,19,20,20,20,20,11,19,12,9
CAMNT_0024348403,7,13,10,9,7,5,8,8,4,19,7,12,5,18,15,7,8,11,9,7
CAMNT_0024348407,13,12,18,18,8,11,12,5,6,13,8,13,8,16,10,8,13,17,9,10
CAMNT_0024348421,14,22,10,21,22,23,15,8,15,15,22,33,12,19,20,22,16,22,16,13
CAMNT_0024348523,4,8,6,22,12,12,8,5,10,12,12,11,9,7,8,12,7,10,3,8
CAMNT_0024348527,2,13,5,14,26,22,10,14,6,3,26,25,23,20,10,26,7,11,14,3
CAMNT_0024348541,6,21,10,14,15,27,7,14,8,6,15,22,6,17,11,15,16,20,14,2
CAMNT_0024348589,10,7,10,21,10,12,7,5,5,6,10,13,6,7,13,10,11,9,12,9
CAMNT_0024348603,24,21,31,30,27,20,19,26,32,29,27,35,23,43,41,27,33,45,44,24
CAMNT_0024348649,12,20,18,21,8,16,17,7,15,21,8,26,8,16,14,8,14,25,23,5
CAMNT_0024348661,14,21,9,16,9,12,16,10,17,12,9,18,13,9,8,9,9,14,15,17
CAMNT_0024348673,33,29,32,38,36,28,36,36,29,36,36,33,23,47,41,36,37,56,34,38
CAMNT_0024348681,4,12,45,30,10,3,8,6,7,49,10,6,1,4,44,10,3,2,8,32
CAMNT_0024348695,23,9,16,11,19,10,23,10,4,5,19,37,27,13,12,19,12,18,16,7
CAMNT_0024348811,6,18,17,20,9,3,16,30,33,21,9,12,6,25,26,9,9,15,22,28
CAMNT_0024348817,29,28,57,50,32,45,24,60,24,48,32,54,35,50,44,32,23,39,20,10
CAMNT_0024348895,31,47,31,28,22,12,23,21,7,16,22,19,14,35,37,22,32,14,16,18
CAMNT_0024348955,13,29,14,62,25,26,43,31,26,21,25,31,24,17,29,25,14,24,29,17
CAMNT_0024348987,19,12,5,5,4,18,18,12,4,3,4,21,16,7,6,4,21,17,12,5
CAMNT_0024348995,7,9,11,11,11,16,22,10,7,4,11,10,4,11,10,11,6,7,9,7
CAMNT_0024349003,12,9,13,10,11,9,14,18,5,20,11,7,5,10,3,11,9,6,9,7
CAMNT_0024349101,10,10,14,15,14,7,8,21,14,14,14,20,14,16,11,14,16,10,23,23
CAMNT_0024349269,6,10,6,16,16,10,8,13,4,5,16,17,12,9,12,16,10,16,4,6
CAMNT_0024349293,12,22,8,40,49,25,25,22,7,19,49,36,21,21,11,49,9,14,10,11
CAMNT_0024349295,24,14,17,15,24,33,12,11,16,8,24,34,32,10,20,24,17,15,9,7
CAMNT_0024349355,17,16,7,19,8,18,5,7,11,17,8,27,5,10,9,8,9,12,8,7
CAMNT_0024349377,17,22,30,36,25,38,26,36,21,36,25,33,17,31,39,25,21,33,29,16
CAMNT_0024349385,19,15,12,10,7,8,16,8,9,11,7,24,16,14,18,7,14,12,11,11
CAMNT_0024349551,14,11,16,24,13,10,5,11,11,10,13,14,10,21,27,13,19,19,21,20
CAMNT_0024349615,31,31,39,38,23,22,34,36,12,39,23,44,37,60,45,23,63,47,30,37
CAMNT_0024349629,8,8,6,16,7,38,19,13,10,10,7,16,11,8,11,7,17,20,17,5
